filename,category,caption
00000354.jpg,Ammar_al-Hakim,"the individual in the image is a person with a medium skin tone and a smooth texture . their facial shape is oval, with an attractive and well-defined bone structure . the eyes are almond-shaped and the eyebrows are well-groomed ."
00000252.jpg,Ammar_al-Hakim,"the person in the image is a male with a medium skin tone and a smooth texture . his eyebrows are thick and arched, framing his eyes . he has a full beard and mustache, which are well-groomed ."
00000059.jpg,Ammar_al-Hakim,"the person in the image is a male with a medium skin tone and a textured complexion . his eyebrows are thick and well-groomed, and are set in a way that suggests a friendly and approachable demeanor ."
00000290.jpg,Lotfi_Bouchnak,"the individual in the image is a person with medium skin tone and a smooth texture . their facial shape is oval, with a prominent and well-defined bone structure . the eyes are almond-shaped, with an iris, possibly blue or green ."
00000328.jpg,Lotfi_Bouchnak,"the individual in the image appears to be a male with a medium skin tone and a smooth texture . his eyes are almond-shaped, with an iris, possibly blue or green, framing his eyes ."
00000338.jpg,Lotfi_Bouchnak,"the individual in the image appears to be a male with a medium skin tone and a smooth texture . his eyes are almond-shaped, with an iris, possibly blue or green, and his eyebrows are thick and well-groomed ."
00000109.jpg,Lotfi_Bouchnak,"the individual in the image is a male with a medium skin tone and a smooth texture . his eyebrows are thick and arched, framing his eyes . he has a well-groomed mustache that is thick and dark ."
00000102.jpg,Lotfi_Bouchnak,"the individual in the image is a person with a medium skin tone and a smooth texture . their facial shape is oval, with an iris, possibly blue or green . the eyes are almond-shaped, and the nose is straight and of medium size ."
00000271.jpg,Ma_Ying_Jeou,"the individual in the image appears to be a middle-aged person with a medium skin tone and a smooth complexion . there is no visible facial hair, such as a beard or mustache, so no information about its color, style, or texture can be provided ."
00000201.jpg,Ma_Ying_Jeou,"the person in the image is a middle-aged individual with a fair skin tone and a smooth texture . the facial shape is oval and has a prominent bone structure . there is no visible facial hair, such as a beard or mustache ."
00000006.jpg,Ma_Ying_Jeou,"the individual in the image appears to be a middle-aged person with a medium skin tone and a smooth complexion . there is no visible facial hair, such as a beard or mustache, so no information about its color, style, or texture can be provided ."
00000088.jpg,Ma_Ying_Jeou,"the individual in the image appears to be a middle-aged person with a medium skin tone and a smooth complexion . there is no visible facial hair, such as a beard or mustache . the overall emotional expression is neutral ."
00000433.jpg,Ma_Ying_Jeou,"the individual in the image appears to be a male with a fair skin tone and a smooth texture . his eyes are of medium size, with an iris, possibly blue or green . there is no visible facial hair, such as a beard or mustache ."
00000154.jpg,Mozhdah_Jamalzadah,"the individual in the image has a medium skin tone with a smooth texture . their facial shape is oval, with . a prominent and well-defined bone structure . they are accentuated by thick, well-groomed eyebrows ."
00000007.jpg,Mozhdah_Jamalzadah,"the person in the image is a woman with fair skin and a smooth texture . her facial shape is oval, with a prominent and well-defined bone structure . there is no visible facial hair, and her skin appears clear and unblemished ."
00000052.jpg,Mozhdah_Jamalzadah,"the person in the image appears to be a woman with a fair skin tone and a smooth texture . her facial shape is oval, with an almond-shaped bone structure . she is wearing hoop earrings on her left ear ."
00000263.jpg,Mozhdah_Jamalzadah,"facial shape is oval, with well-defined bone structure . eyes are almond-shaped, with a light-colored iris, possibly blue or green . mouth is closed, with neutral expression, and teeth are not visible ."
00000287.jpg,Mozhdah_Jamalzadah,"the person in the image is a woman with a fair skin tone and a smooth texture . her eyes are almond-shaped, with an attractive and well-defined bone structure . the nose is straight and slightly upturned, adding to her expressive facial features ."
00000074.jpg,Carlos_Gardel,"the individual in the image appears to be a male with a fair skin tone and a smooth texture . his eyes are of medium size, with an iris, possibly blue or green . there is no visible facial hair, such as a mustache ."
00000010.jpg,Carlos_Gardel,"the individual in the image appears to be a male with a medium skin tone and a smooth texture . his eyes are of medium size, with an iris, possibly blue or green . he has a neatly trimmed beard and mustache ."
00000034.jpg,Carlos_Gardel,"the individual in the image appears to be a person with a fair skin tone and a smooth texture . there is no visible facial hair, and the hair is not visible . the overall emotional expression is one of surprise or shock ."
00000001.jpg,Carlos_Gardel,"the individual in the image appears to be a male with a fair skin tone and a smooth texture . his eyes are almond-shaped, with an attractive and well-defined bone structure . there is no visible facial hair, such as a beard or mustache, and his hair is not visible ."
00000122.jpg,Carlos_Gardel,"the person in the image is a male with a fair skin tone and a smooth texture . his eyes are almond-shaped, with an attractive and well-defined bone structure . there is no visible facial hair, and his hair is short, dark, and neatly trimmed ."
00000093.jpg,Mona_Zaki,"the individual in the image is a woman with a medium skin tone and a smooth complexion . her nose is straight and of medium size, complementing her overall facial features . there is no visible facial hair, and her skin appears clear and well-maintained ."
00000106.jpg,Mona_Zaki,"the individual in the image is a woman with a medium skin tone and a smooth complexion . she is wearing no visible accessories such as earrings, glasses, or piercings . there are no scars, blemishes, or wrinkles on her face ."
00000038.jpg,Mona_Zaki,"the person in the image is a woman with a medium skin tone and a smooth complexion . there is no visible facial hair, and her skin appears clear and well-maintained . the person is looking directly at the camera, making eye contact ."
00000211.jpg,Mona_Zaki,"the person in the image is a woman with a fair skin tone and a smooth texture . she has a balanced and symmetrical bone structure . her eyebrows are thick and arched, framing her eyes nicely ."
00000112.jpg,Mona_Zaki,"the person in the image appears to be a woman with a medium skin tone and smooth texture . she has dark hair, styled in a straight manner, and a parting that is not clearly visible ."
00000340.jpg,Sheikh_Tamim_bin_Hamad_Al_Thani,"the individual in the image is a male with a medium skin tone and a smooth texture . his eyebrows are thick and arched, framing his eyes . there are no visible accessories, scars, blemishes, or unique facial features ."
00000278.jpg,Sheikh_Tamim_bin_Hamad_Al_Thani,"the individual in the image is a male with a medium skin tone and a smooth texture . his eyebrows are thick and arched, framing his eyes . he has a well-groomed mustache that is thick and dark ."
00000131.jpg,Sheikh_Tamim_bin_Hamad_Al_Thani,"the individual in the image appears to be a male with a medium skin tone and a smooth texture . his eyes are almond-shaped, with an iris, possibly blue or green, framing his eyes ."
00000347.jpg,Sheikh_Tamim_bin_Hamad_Al_Thani,"the individual in the image is a male with a medium skin tone and a smooth texture . his eyebrows are thick and arched, framing his eyes . he has a well-groomed mustache that is thick and dark ."
00000100.jpg,Sheikh_Tamim_bin_Hamad_Al_Thani,"the individual in the image is a male with a medium skin tone and a smooth texture . his facial shape is oval, with an attractive and well-defined bone structure . he is looking directly at the camera ."
00000350.jpg,Deratu_Tulu,"the individual in the image has a medium skin tone with a smooth texture . their facial shape is oval, with an attractive and well-defined bone structure ."
00000015.jpg,Deratu_Tulu,"the person in the image appears to be a young individual with a medium skin tone and a smooth texture . there is no visible facial hair, and the hair is not visible . the overall emotion is one of surprise or shock ."
00000145.jpg,Deratu_Tulu,"the person in the image is a woman with a fair skin tone and a smooth texture . her eyebrows are thick and arched, framing her eyes . there is no visible facial hair ."
00000200.jpg,Deratu_Tulu,"the individual in the image appears to be a person with a medium skin tone and a smooth texture . the facial shape is oval, with an almond-shaped bone structure . there is no visible facial hair, such as a beard or mustache ."
00000358.jpg,Deratu_Tulu,"the person in the image is a woman with a medium skin tone and a smooth complexion . she is wearing a blue garment, but no other accessories are visible . the person's overall expression is cheerful and friendly ."
00000065.jpg,Yaya_Toure,"facial shape is oval, with a prominent and well-defined bone structure . nose is straight and of average size, with smooth texture . mouth is closed, showing a neutral expression, with visible teeth ."
00000366.jpg,Yaya_Toure,"the individual in the image appears to be a male with a medium skin tone and a textured complexion . his eyes are almond-shaped, with an iris, possibly blue or green . there is no visible facial hair, such as a beard or mustache ."
00000265.jpg,Yaya_Toure,"the individual appears to be a male with a medium skin tone and a textured complexion . his facial shape is oval, with prominent cheekbones and strong jawline . he has thick eyebrows that arch slightly above them ."
00000356.jpg,Yaya_Toure,"the individual in the image has a medium skin tone with a smooth texture . their facial shape is oval, with an attractive and well-defined bone structure . the eyes are almond-shaped with an oval shape, possibly blue or green ."
00000148.jpg,Yaya_Toure,"the individual in the image has a medium skin tone with a smooth texture . their facial shape is oval, with an attractive and well-defined bone structure . the eyes are almond-shaped and have a light color, possibly blue or green ."
00000090.jpg,Thaksin_Shinawatra,"the individual in the image appears to be a middle-aged person with a medium skin tone and a smooth complexion . the facial shape is oval, with an iris, possibly blue or green . there is no visible facial hair, such as a mustache ."
00000053.jpg,Thaksin_Shinawatra,"the person in the image appears to be a male with a medium skin tone and a smooth texture . his eyebrows are thick and well-groomed, adding to his expressive face . the nose is straight and of average size, complementing his overall balanced facial features ."
00000339.jpg,Thaksin_Shinawatra,"the person in the image is a middle-aged individual with a medium skin tone and a smooth complexion . the facial shape is oval, with an attractive and well-defined bone structure . there is no visible facial hair, such as a beard or mustache ."
00000122.jpg,Thaksin_Shinawatra,"the individual in the image appears to be an older adult with a medium skin tone and a smooth complexion . there is no visible facial hair, such as a beard or mustache, so no information about its color, style, or texture can be provided ."
00000111.jpg,Thaksin_Shinawatra,"the individual in the image appears to be an older adult with a medium skin tone and a smooth complexion . there is no visible facial hair, such as a beard or mustache . the skin shows some natural wrinkles around the eyes and mouth ."
00000136.jpg,Jay_Z,"the individual in the image appears to be a male with a medium skin tone and a smooth texture . his eyes are almond-shaped, with an iris, possibly blue or green . there is no visible facial hair, such as a mustache ."
00000079.jpg,Jay_Z,"the individual in the image has a medium skin tone with a smooth texture . their facial shape is oval, with an attractive and well-defined bone structure . there is no visible facial hair, such as a beard or mustache ."
00000165.jpg,Jay_Z,"the individual in the image is a person with a medium skin tone and a smooth texture . their facial shape is oval, with an iris, possibly blue or green . the nose is straight and of medium size, and the teeth are not visible ."
00000160.jpg,Jay_Z,"the individual in the image has a medium skin tone with a smooth texture . the eyes are almond-shaped, with an iris, possibly blue or green . there is no visible facial hair, such as a beard or mustache ."
00000249.jpg,Jay_Z,"the individual in the image has a medium skin tone with a smooth texture . their facial shape is oval, with an attractive and well-defined bone structure . the eyes are almond-shaped with an oval shape, possibly blue or green ."
00000251.jpg,Yoweri_Museveni,"the individual in the image is a person with a medium skin tone and a textured complexion . the facial shape is oval, with an impressive bone structure . there is no visible facial hair, such as a beard or mustache ."
00000088.jpg,Yoweri_Museveni,"the individual in the image is a person with a medium skin tone and a smooth texture . the facial shape is oval, with an iris, possibly blue or green . a mustache is thick and well-groomed, adding to the person's distinct facial features ."
00000358.jpg,Yoweri_Museveni,"the individual in the image is a person with a medium skin tone and a smooth texture . the facial shape is oval, with an iris, possibly blue or green ."
00000311.jpg,Yoweri_Museveni,"the individual in the image is a male with a medium skin tone and a smooth texture . his eyes are almond-shaped, with an iris, possibly blue or green . there are no visible accessories, scars, blemishes ."
00000148.jpg,Yoweri_Museveni,"the individual in the image is a male with a medium skin tone and a smooth texture . his eyebrows are thick and well-groomed, arching gracefully above his eyes . the mouth is closed, showing a neutral expression, with visible teeth ."
00000290.jpg,Petter_Solberg,"the person in the image is a male with a fair skin tone and a smooth texture . his eyes are of medium size, with an iris, possibly blue or green . there is no visible facial hair, and his hair is short, neatly trimmed ."
00000006.jpg,Petter_Solberg,"the individual in the image appears to be a young adult with a fair skin tone and a smooth texture . the facial shape is oval, with an almond-shaped bone structure . there is no visible facial hair, such as a beard or mustache ."
00000159.jpg,Petter_Solberg,"the individual in the image is a male with a fair skin tone and a smooth texture . his eyebrows are thick and well-groomed, arching gracefully above his eyes . he is looking directly at the camera, giving a sense of direct engagement with the viewer ."
00000239.jpg,Petter_Solberg,"the facial shape is oval, with a prominent and well-defined bone structure . the eyes are almond-shaped, and the eyebrows are thick and arched . mouth is closed, showing a neutral expression, with no visible teeth ."
00000279.jpg,Petter_Solberg,"the individual in the image is a person with a fair skin tone and a smooth texture . their facial shape is oval, with an almond-shaped bone structure . the eyebrows are thick and well-groomed, arching gracefully above the eyes ."
00000140.jpg,Carrie_Lam,"the person in the image is a woman with a medium skin tone and a smooth complexion . her nose is straight and of medium size, complementing her overall facial features . there is no visible facial hair, and her skin appears clear and well-maintained ."
00000354.jpg,Carrie_Lam,"the person in the image is a woman with medium skin tone and a smooth complexion . her facial shape is oval, with a prominent and well-defined bone structure ."
00000152.jpg,Carrie_Lam,"the person in the image is a woman with medium skin tone and a smooth complexion . she is wearing glasses with a thin frame, which sit comfortably on her nose ."
00000213.jpg,Carrie_Lam,"the person in the image is a woman with medium skin tone and a smooth complexion . her facial shape is oval, with a balanced bone structure . the overall emotional expression is serene and composed ."
00000054.jpg,Carrie_Lam,"the person in the image is a woman with medium skin tone and a smooth complexion . her eyes are almond-shaped, with a balanced bone structure . there is no visible facial hair, and her skin appears clear and unblemished ."
00000234.jpg,Steve_Jobs,"the individual in the image is a male with a medium skin tone and a textured complexion . his eyebrows are thick and arched, framing his eyes . he has a full beard and mustache which are well-groomed ."
00000092.jpg,Steve_Jobs,"the individual in the image is a male with a fair skin tone and a smooth texture . his eyebrows are thick and arched, framing his eyes . he has a light beard and mustache, which are neatly groomed ."
00000207.jpg,Steve_Jobs,"the individual in the image is a male with a fair skin tone and a smooth texture . his facial shape is oval, with an attractive and well-defined bone structure . he is looking directly at the camera ."
00000028.jpg,Steve_Jobs,"the individual in the image is a male with a fair skin tone and a smooth texture . his eyebrows are thick and arched, framing his eyes . he has a full beard and mustache, which are well-groomed ."
00000082.jpg,Steve_Jobs,"the individual in the image is a person with a fair skin tone and a smooth texture . their facial shape is oval, with an attractive and well-defined bone structure . the eyes are almond-shaped and have a light color, possibly blue or green . there is no visible facial hair ."
00000116.jpg,Michael_Jordan,"the individual in the image has a medium skin tone with a smooth texture . the facial shape is oval, with an oval bone structure . there are no visible accessories, scars, blemishes or unique facial features ."
00000065.jpg,Michael_Jordan,"the individual in the image has a medium skin tone with a smooth texture . their facial shape is oval, with an attractive and well-defined bone structure . the eyes are almond-shaped, with the light color, possibly blue or green ."
00000151.jpg,Michael_Jordan,"the individual in the image appears to be a male with a medium skin tone and a smooth texture . his eyes are almond-shaped and they are expressive, giving a sense of intensity and focus . there is no visible facial hair, and his hair is not visible ."
00000013.jpg,Michael_Jordan,"the individual in the image appears to be a male with a medium skin tone and a textured complexion . his eyes are almond-shaped, with an iris, possibly blue or green, framing his eyes ."
00000102.jpg,Michael_Jordan,"the individual in the image appears to be a male with a medium skin tone and a smooth texture . his eyes are almond-shaped, with an iris, possibly blue or green . the overall emotional expression is neutral, and his gaze is directed slightly to the left of the camera ."
00000286.jpg,Dalai_Lama,"the individual in the image is a person with a medium skin tone and a smooth texture . their facial shape is oval, with . a prominent and well-defined bone structure . the eyes are almond-shaped, with an iris ."
00000258.jpg,Dalai_Lama,"the individual in the image is a person with medium skin tone and a smooth texture . the facial shape is oval, with a prominent and well-defined bone structure . there is no visible facial hair, such as a mustache ."
00000253.jpg,Dalai_Lama,"the individual in the image is an older adult with a medium skin tone and a smooth texture . the facial shape is oval and has a prominent bone structure . there is no visible facial hair, such as a beard or mustache ."
00000162.jpg,Dalai_Lama,"the individual in the image is a person with a medium skin tone and a smooth texture . the facial shape is oval, with an iris, and is set in a symmetrical position ."
00000348.jpg,Dalai_Lama,"the facial shape is oval, with a prominent and well-defined bone structure . the eyes are of medium size, with an almond shape, and are a light color, possibly blue or green ."
00000218.jpg,Edouard_Montoute,"the individual in the image is a person with medium skin tone and a smooth texture . the facial shape is oval, with a prominent and well-defined bone structure ."
00000216.jpg,Edouard_Montoute,"the individual in the image is a person with a medium skin tone and a smooth texture . their facial shape is oval, with an iris, possibly blue or green . the nose is straight and of medium size, and the teeth are not visible ."
00000256.jpg,Edouard_Montoute,the individual in the image has a medium skin tone with a smooth texture . the eyes are almond-shaped with an attractive and well-defined bone structure . there is a light stubble on the chin and upper lip .
00000157.jpg,Edouard_Montoute,"the individual in the image has a medium skin tone with a smooth texture . their facial shape is oval, with an attractive and well-defined bone structure . the eyes are almond-shaped and have a light color, possibly blue or green."
00000227.jpg,Edouard_Montoute,"the individual in the image appears to be a male with a medium skin tone and a smooth texture . his eyes are almond-shaped, with an iris, possibly blue or green . there is no visible facial hair, such as a mustache ."
00000018.jpg,Sean_Connery,"the individual in the image is a male with a fair skin tone and a smooth texture . his eyebrows are thick and neatly groomed, arching slightly over his eyes . no visible facial hair, such as a beard or mustache ."
00000101.jpg,Sean_Connery,"the individual in the image is a male with a fair skin tone and a smooth texture . his eyebrows are thick and well-groomed, arching gracefully above his eyes . there are no visible accessories, scars, or blemishes ."
00000185.jpg,Sean_Connery,"the individual in the image appears to be a male with a fair skin tone and a smooth texture . his eyes are almond-shaped and they are expressive, giving a sense of attentiveness and curiosity ."
00000151.jpg,Sean_Connery,"the individual in the image is a male with a fair skin tone and a smooth texture . his eyebrows are thick and well-groomed, arching gracefully above his eyes . he is wearing glasses, which have a thin frame and are positioned slightly above his nose bridge ."
00000155.jpg,Sean_Connery,"the individual in the image is a male with a fair skin tone and a textured complexion . his facial shape is oval, with prominent cheekbones and strong jawline ."
00000007.jpg,Susana_Werner,"the person in the image is a woman with fair skin and a smooth texture . her facial shape is oval, with a balanced bone structure . she has striking blue eyes, which are almond-shaped and appear to be of medium size ."
00000140.jpg,Susana_Werner,"the person in the image is a woman with fair skin and a smooth texture . her eyes are almond-shaped, with a balanced bone structure . there is no visible facial hair ."
00000235.jpg,Susana_Werner,"the person in the image is a woman with fair skin and a smooth complexion . her eyes are large and expressive, with a balanced and symmetrical bone structure . there is no visible facial hair, and her skin appears clear and unblemished ."
00000020.jpg,Susana_Werner,"the person in the image is a woman with fair skin and a smooth texture . her nose is straight and of medium size, complementing her overall facial features . there is no visible facial hair, and her skin appears clear and unblemished ."
00000189.jpg,Susana_Werner,"the person in the image appears to be a woman with a fair skin tone and a smooth texture . her nose is straight and of medium size, complementing her overall facial features . there is no visible facial hair, and her skin appears clear and unblemished ."
00000144.jpg,Bidhya_Devi_Bhandari,"the person in the image appears to be an older individual with a medium skin tone and a smooth complexion . the eyebrows are thick and well-groomed, arching gracefully above the eyes, and are set in a way that suggests a gentle expression ."
00000191.jpg,Bidhya_Devi_Bhandari,"the person in the image is a woman with medium skin tone and a smooth texture . her eyes are almond-shaped, with a prominent and well-defined bone structure . there is no visible facial hair, and her skin appears clear with minimal scars ."
00000379.jpg,Bidhya_Devi_Bhandari,"the person in the image is a middle-aged individual with a medium skin tone and a smooth texture . the facial shape appears to be oval, with an iris, possibly blue or green . there is no visible facial hair, and the hair is not visible ."
00000357.jpg,Bidhya_Devi_Bhandari,"the person in the image appears to be a middle-aged individual with a medium skin tone and a smooth complexion . the facial shape is oval, with an iris, possibly blue or green . there is no visible facial hair, such as a beard or mustache ."
00000195.jpg,Bidhya_Devi_Bhandari,"the person in the image appears to be a woman with a medium skin tone and a smooth complexion . there is no visible facial hair, and her skin appears clear and unblemished . the exact style is not clear from the image ."
00000090.jpg,Tami_Roman,"the person in the image is a woman with a medium skin tone and smooth, medium-length hair styled in loose waves . she is wearing no visible accessories such as earrings, glasses, or piercings ."
00000114.jpg,Tami_Roman,"the individual in the image has a medium skin tone with a smooth texture . their facial shape is oval, with an attractive and well-defined bone structure . the eyes are almond-shaped, and the eyebrows are well-groomed ."
00000158.jpg,Tami_Roman,"the person in the image has a medium skin tone with a smooth texture . their facial shape is oval, with an attractive and well-defined bone structure . the eyes are almond-shaped and are accentuated with thick, dark eyeliner and voluminous eyelashes ."
00000260.jpg,Tami_Roman,"the individual in the image appears to be a woman with a medium skin tone and a smooth complexion . her eyes are almond-shaped and are accentuated with dark eyeliner and mascara . there is no visible facial hair, and she is wearing no visible accessories ."
00000048.jpg,Tami_Roman,"the person in the image is a woman with a medium skin tone . her facial features include her almond-shaped eyes, thick eyebrows, and elegant earrings . the gentle smile and calm expression add to her approachable and friendly demeanor ."
00000134.jpg,Thierry_Henry,"the individual in the image appears to be a person with a medium skin tone and a smooth texture . the facial shape is oval, with an attractive and well-defined bone structure . there is no visible facial hair, such as a beard or mustache."
00000140.jpg,Thierry_Henry,"the individual in the image is a person with a medium skin tone and a smooth texture . the facial shape is oval, with an iris, possibly blue or green . there are no visible accessories, scars, blemishes or unique facial features ."
00000001.jpg,Thierry_Henry,"the individual in the image appears to be a male with a medium skin tone and a smooth texture . his eyes are almond-shaped, with an iris, possibly blue or green . there is no visible facial hair, such as a mustache ."
00000226.jpg,Thierry_Henry,"the individual in the image appears to be a young adult with a medium skin tone and a smooth complexion . the facial shape is oval, with an almond-shaped bone structure . there is no visible facial hair, such as a beard or mustache ."
00000230.jpg,Thierry_Henry,"the person in the image is a male with a medium skin tone and a smooth texture . he is not wearing any visible accessories such as earrings, glasses, or piercings ."
00000116.jpg,Lei_Jun,"the person in the image appears to be a male with a medium skin tone and a smooth texture . his eyebrows are thick and well-groomed, framing his eyes nicely . there is no visible facial hair, and his hair is short, dark and neatly styled ."
00000284.jpg,Lei_Jun,"the individual in the image appears to be a person with medium skin tone and a smooth texture . the facial shape is oval, with a prominent and well-defined bone structure ."
00000015.jpg,Lei_Jun,"the individual in the image appears to be a male with a medium skin tone and a smooth texture . his eyes are almond-shaped, with an iris, possibly blue or green . there is no visible facial hair, such as a beard or mustache."
00000275.jpg,Lei_Jun,"the individual in the image appears to be a person with medium skin tone and a smooth texture . the facial shape is oval, with a balanced bone structure ."
00000170.jpg,Lei_Jun,"the individual in the image has a medium skin tone with a smooth texture . the eyes are of medium size, with an iris, possibly blue or green . there is no visible facial hair, such as a beard or mustache ."
00000282.jpg,Mohamed_Fellag,"the individual in the image is a male with a medium skin tone and a textured complexion . his eyes are almond-shaped and are set in a way that gives him a focused and intense expression . the individual has short, dark hair that is neatly styled ."
00000015.jpg,Mohamed_Fellag,"the individual in the image is a person with a medium skin tone and a smooth texture . their facial shape is oval, with an iris, possibly blue or green . the nose is straight and of average size, and the mouth is closed . there are no visible accessories, scars, or blemishes ."
00000306.jpg,Mohamed_Fellag,"the individual in the image is a person with medium skin tone and a smooth texture . the facial shape is oval, with a prominent and well-defined bone structure . there is no visible facial hair, such as a mustache ."
00000044.jpg,Mohamed_Fellag,the individual in the image appears to be a male with a medium skin tone and a smooth texture . his facial shape is oval and has a prominent and well-defined bone structure . he is looking directly at the camera .
00000150.jpg,Mohamed_Fellag,"the individual in the image appears to be a male with a medium skin tone . his facial shape is oval, with prominent cheekbones and a strong jawline . there is no visible facial hair, such as a beard or mustache ."
00000154.jpg,Ban_Ki-moon,"the individual in the image is a person with medium skin tone and a smooth texture . their facial shape is oval, with a prominent and well-defined bone structure . the eyes are almond-shaped, with an iris, possibly blue or green ."
00000262.jpg,Ban_Ki-moon,"the individual in the image is a person with medium skin tone and a smooth texture . the facial shape is oval, with a prominent and well-defined bone structure ."
00000382.jpg,Ban_Ki-moon,"the individual in the image is a person with medium skin tone and a smooth texture . their facial shape is oval, with a prominent and well-defined bone structure . the eyes are almond-shaped, and the nose is thick and arched, framing the eyes ."
00000372.jpg,Ban_Ki-moon,"the individual in the image is a person with medium skin tone and a smooth texture . their facial shape is oval, with a prominent and well-defined bone structure . the eyes are almond-shaped, with light color, possibly blue or green ."
00000342.jpg,Ban_Ki-moon,"the individual in the image is a middle-aged person with a fair skin tone and a smooth texture . the facial shape is oval, with an attractive and well-defined bone structure . there is no visible facial hair, such as a beard or mustache ."
00000106.jpg,Emma_Wiklund,the person in the image is a woman with fair skin and a smooth texture . her eyes are almond-shaped with a balanced and symmetrical bone structure .
00000259.jpg,Emma_Wiklund,"the person in the image appears to be a woman with a medium skin tone and a smooth complexion . she is wearing large, round earrings that are visible on her right ear ."
00000233.jpg,Emma_Wiklund,"the individual in the image appears to be a woman with fair skin and a smooth texture . her facial shape is oval, with a balanced and symmetrical bone structure ."
00000200.jpg,Emma_Wiklund,"the person in the image appears to be a woman with a fair skin tone and a smooth texture . her facial shape is oval, with an almond-shaped bone structure . there is no visible facial hair, and her hair is not visible ."
00000112.jpg,Emma_Wiklund,"the person in the image is a woman with fair skin and a smooth texture . her facial shape is oval, with a prominent and well-defined bone structure . there are no visible scars, blemishes or wrinkles ."
00000061.jpg,Treva_Etienne,"the individual in the image is a male with a medium skin tone and a smooth texture . his eyes are almond-shaped, with an iris, possibly blue or green . he has a neatly trimmed mustache that adds to his distinguished look ."
00000100.jpg,Treva_Etienne,"the individual in the image is a male with a medium skin tone and a smooth texture . his eyes are almond-shaped, with an iris, possibly blue or green . he has a neatly trimmed mustache, a goatee, and hair is short, black, and closely cropped ."
00000216.jpg,Treva_Etienne,"the individual in the image is a person with a medium skin tone and a smooth texture . their facial shape is oval, with an iris, possibly blue or green . the nose is straight and of medium size, and the teeth are not visible ."
00000214.jpg,Treva_Etienne,"the facial shape is oval, with a prominent and well-defined bone structure . the eyes are almond-shaped and are set in a way that gives a focused and intense gaze . there is no visible facial hair, such as a beard or mustache ."
00000112.jpg,Treva_Etienne,"the individual in the image has a medium skin tone with a smooth texture . their facial shape is oval, with an attractive and well-defined bone structure . the eyes are almond-shaped and have a light color, possibly blue or green."
00000250.jpg,Yang_Se-hyung,"the person in the image is a male with a medium skin tone and a smooth texture . his eyes are almond-shaped, with an attractive and well-defined bone structure . there is no visible facial hair, and there are no visible partings or designs ."
00000264.jpg,Yang_Se-hyung,"the facial shape is oval, with a prominent and well-defined bone structure . the eyes are almond-shaped and have a light-colored iris, possibly blue or green ."
00000049.jpg,Yang_Se-hyung,"the person in the image appears to be of east Asian descent . the facial shape is oval, with a prominent and well-defined bone structure . there is no visible facial hair, and the hair is not visible ."
00000086.jpg,Yang_Se-hyung,"the individual in the image appears to be of medium skin tone . the facial shape is oval, with a balanced and symmetrical bone structure . there is no visible facial hair, such as a beard or mustache ."
00000225.jpg,Yang_Se-hyung,"the facial shape is oval, with a prominent and well-defined bone structure . the eyes are almond-shaped, with an iris, possibly blue or green . there is no visible facial hair, such as a beard or mustache ."
