row,original,cleaned,removed_sentences
97,"The person in the image is a woman with a fair skin tone and a smooth texture. Her facial shape is oval, with a balanced bone structure. Her eyes are almond-shaped, with a light color that appears to be a shade of blue or grey. Her eyebrows are thick and well-groomed, arching gracefully above her eyes. Her nose is straight and of medium size, complementing her overall facial features. Her mouth is closed, with a neutral expression, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished.  Her hair is dark, possibly black or very dark brown, and it is styled in a sleek, straight manner. The hairline is straight, and there are no visible partings or designs. She is wearing large, dark sunglasses that obscure her eyes and part of her face, making it difficult to discern any additional facial features or accessories. There are no visible accessories, such as earrings or piercings, and no scars or blemishes are apparent on her face. The overall emotional expression is neutral, and her gaze is directed slightly to the side, away from the camera.","The person in the image is a woman with a fair skin tone and a smooth texture. Her facial shape is oval, with a balanced bone structure. Her eyes are almond-shaped, with a light color that appears to be a shade of blue or grey. Her eyebrows are thick and well-groomed, arching gracefully above her eyes. Her nose is straight and of medium size, complementing her overall facial features. Her mouth is closed, with a neutral expression, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished. Her hair is dark, possibly black or very dark brown, and it is styled in a sleek, straight manner. The hairline is straight, and there are no visible partings or designs. She is wearing large, dark sunglasses that obscure her eyes and part of her face, making it difficult to discern any additional facial features or accessories. There are no visible accessories, such as earrings or piercings, and no scars or blemishes are apparent on her face. The overall emotional expression is neutral, and her gaze is directed slightly to the side, away from the camera.",[]
99,"The person in the image appears to be a woman with a fair skin tone and a smooth texture. Her facial shape is oval, with a prominent and well-defined bone structure. Her eyes are almond-shaped with a light color, possibly blue or green, and they are accentuated with subtle makeup. Her eyebrows are thick and well-groomed, arching gracefully above her eyes. Her nose is straight and of medium size, complementing her overall facial features. Her mouth is closed, with a neutral expression, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished.  Her hair is light brown, styled in a sleek, straight manner, and parted in the middle. The hairline is neat, and there are no visible accessories or unique traits in her hairstyle. The overall emotional expression on her face is neutral, and she is looking directly at the camera, making eye contact. There are no visible accessories such as earrings, glasses, or piercings. The person's overall appearance is polished and well-maintained, with a focus on a clean and professional look.","The person in the image appears to be a woman with a fair skin tone and a smooth texture. Her facial shape is oval, with a prominent and well-defined bone structure. Her eyes are almond-shaped with a light color, possibly blue or green, and they are accentuated with subtle makeup. Her eyebrows are thick and well-groomed, arching gracefully above her eyes. Her nose is straight and of medium size, complementing her overall facial features. Her mouth is closed, with a neutral expression, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished. Her hair is light brown, styled in a sleek, straight manner, and parted in the middle. The hairline is neat, and there are no visible accessories or unique traits in her hairstyle. The overall emotional expression on her face is neutral, and she is looking directly at the camera, making eye contact. There are no visible accessories such as earrings, glasses, or piercings. The person's overall appearance is polished and well-maintained, with a focus on a clean and professional look.",[]
100,"The person in the image appears to be a woman with a fair skin tone and a smooth texture. Her facial shape is oval, with a balanced and symmetrical bone structure. Her eyes are almond-shaped, with a light color that could be described as a soft, pale shade. Her eyebrows are thin and neatly groomed, arching gracefully above her eyes. Her nose is straight and of medium size, complementing her overall delicate facial features. Her mouth is closed, with a neutral expression, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished.  Her hair is light-colored, possibly blonde or a very light brown, and styled in a sleek, straight manner. The hairline is straight and even, with no visible parting or design. There are no visible accessories, such as earrings, glasses, or piercings. The person's overall emotional expression is neutral, and her gaze is directed slightly to the side, not making direct eye contact with the camera.","The person in the image appears to be a woman with a fair skin tone and a smooth texture. Her facial shape is oval, with a balanced and symmetrical bone structure. Her eyes are almond-shaped, with a light color that could be described as a soft, pale shade. Her eyebrows are thin and neatly groomed, arching gracefully above her eyes. Her nose is straight and of medium size, complementing her overall delicate facial features. Her mouth is closed, with a neutral expression, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished. Her hair is light-colored, possibly blonde or a very light brown, and styled in a sleek, straight manner. The hairline is straight and even, with no visible parting or design. There are no visible accessories, such as earrings, glasses, or piercings. The person's overall emotional expression is neutral, and her gaze is directed slightly to the side, not making direct eye contact with the camera.",[]
101,"The person in the image is a woman with fair skin and a smooth texture. Her facial shape is oval, with a prominent and well-defined bone structure. Her eyes are almond-shaped with a light color, possibly blue or green, and they are accentuated with dark eyeliner and mascara. Her eyebrows are thick and arched, framing her eyes. Her nose is straight and medium-sized, and her mouth is closed with a slight smile, showing her teeth. There is no visible facial hair.  Her hair is blonde, styled in a straight, shoulder-length cut with a slight wave. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face. Her overall expression is neutral, and she is looking directly at the camera.","The person in the image is a woman with fair skin and a smooth texture. Her facial shape is oval, with a prominent and well-defined bone structure. Her eyes are almond-shaped with a light color, possibly blue or green, and they are accentuated with dark eyeliner and mascara. Her eyebrows are thick and arched, framing her eyes. Her nose is straight and medium-sized, and her mouth is closed with a slight smile, showing her teeth. There is no visible facial hair. Her hair is blonde, styled in a straight, shoulder-length cut with a slight wave. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face. Her overall expression is neutral, and she is looking directly at the camera.",[]
102,"The person in the image is a female with fair skin and a smooth texture. Her facial shape is oval, with a prominent and well-defined bone structure. Her eyes are almond-shaped with a light color, possibly blue or green, and are accentuated with dramatic, smoky eye makeup. Her eyebrows are thick and arched, framing her eyes. Her nose is straight and slightly upturned, adding to her striking facial features. Her mouth is closed, with a neutral expression, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished.  Her hair is blonde, styled in a sleek, straight manner, and parted in the middle. The hairline is straight and even, with no visible parting or design. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face. Her overall emotional expression is neutral, and she is looking directly at the camera.","The person in the image is a female with fair skin and a smooth texture. Her facial shape is oval, with a prominent and well-defined bone structure. Her eyes are almond-shaped with a light color, possibly blue or green, and are accentuated with dramatic, smoky eye makeup. Her eyebrows are thick and arched, framing her eyes. Her nose is straight and slightly upturned, adding to her striking facial features. Her mouth is closed, with a neutral expression, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished. Her hair is blonde, styled in a sleek, straight manner, and parted in the middle. The hairline is straight and even, with no visible parting or design. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face. Her overall emotional expression is neutral, and she is looking directly at the camera.",[]
104,"The person in the image appears to be a woman with a fair skin tone and a smooth texture. Her facial shape is oval, with a balanced bone structure. Her eyes are almond-shaped, with a light color that could be described as a soft, pale hue. Her eyebrows are thin and neatly groomed, arching gracefully above her eyes. Her nose is straight and of medium size, complementing her overall delicate facial features. Her mouth is closed, with a subtle smile, and her teeth are visible, appearing white and well-maintained. There is no visible facial hair, and her skin appears clear and unblemished.  Her hair is light-colored, possibly blonde or a very light brown, and it is styled in a straight, sleek manner. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face, and her overall expression is calm and neutral. She is looking directly at the camera, with her eyes focused and her gaze steady.","The person in the image appears to be a woman with a fair skin tone and a smooth texture. Her facial shape is oval, with a balanced bone structure. Her eyes are almond-shaped, with a light color that could be described as a soft, pale hue. Her eyebrows are thin and neatly groomed, arching gracefully above her eyes. Her nose is straight and of medium size, complementing her overall delicate facial features. Her mouth is closed, with a subtle smile, and her teeth are visible, appearing white and well-maintained. There is no visible facial hair, and her skin appears clear and unblemished. Her hair is light-colored, possibly blonde or a very light brown, and it is styled in a straight, sleek manner. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face, and her overall expression is calm and neutral. She is looking directly at the camera, with her eyes focused and her gaze steady.",[]
105,"The person in the image appears to be a woman with fair skin and a smooth texture. Her facial shape is oval, with a prominent and well-defined bone structure. Her eyes are almond-shaped, with a light color that could be described as a soft, pale shade. Her eyebrows are thick and well-groomed, arching gracefully above her eyes. Her nose is straight and of medium size, complementing her overall facial features. Her mouth is slightly open, revealing a set of teeth that are white and well-aligned. There is no visible facial hair, and her skin appears smooth and unblemished.  Her hair is a vibrant shade of pink, styled in a voluminous, wavy manner that cascades over her shoulders. The hairline is straight, and there are no visible partings or designs. She is wearing a large, sparkling earring that adds a touch of glamour to her appearance. There are no other visible accessories or scars. Her overall expression is one of joy or excitement, with her eyes directed towards the camera, giving a sense of engagement and warmth.","The person in the image appears to be a woman with fair skin and a smooth texture. Her facial shape is oval, with a prominent and well-defined bone structure. Her eyes are almond-shaped, with a light color that could be described as a soft, pale shade. Her eyebrows are thick and well-groomed, arching gracefully above her eyes. Her nose is straight and of medium size, complementing her overall facial features. Her mouth is slightly open, revealing a set of teeth that are white and well-aligned. There is no visible facial hair, and her skin appears smooth and unblemished. Her hair is a vibrant shade of pink, styled in a voluminous, wavy manner that cascades over her shoulders. The hairline is straight, and there are no visible partings or designs. She is wearing a large, sparkling earring that adds a touch of glamour to her appearance. There are no other visible accessories or scars. Her overall expression is one of joy or excitement, with her eyes directed towards the camera, giving a sense of engagement and warmth.",[]
106,"The person in the image appears to be a woman with a fair skin tone and a smooth texture. Her facial shape is oval, with a balanced bone structure. Her eyes are almond-shaped, with a light blue color that stands out against her fair skin. Her eyebrows are thick and well-groomed, arching gracefully above her eyes. Her nose is straight and of medium size, complementing her overall facial features. Her mouth is closed, with a subtle smile, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished.  Her hair is a medium brown color, styled in loose waves that fall just past her shoulders. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars or blemishes on her face, and she has a relaxed, calm expression. Her gaze is directed slightly to the side, giving a sense of contemplation or focus. Overall, her features are distinct and well-balanced, making her face easily recognizable.","The person in the image appears to be a woman with a fair skin tone and a smooth texture. Her facial shape is oval, with a balanced bone structure. Her eyes are almond-shaped, with a light blue color that stands out against her fair skin. Her eyebrows are thick and well-groomed, arching gracefully above her eyes. Her nose is straight and of medium size, complementing her overall facial features. Her mouth is closed, with a subtle smile, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished. Her hair is a medium brown color, styled in loose waves that fall just past her shoulders. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars or blemishes on her face, and she has a relaxed, calm expression. Her gaze is directed slightly to the side, giving a sense of contemplation or focus. Overall, her features are distinct and well-balanced, making her face easily recognizable.",[]
108,"The individual in the image appears to be a woman with a fair skin tone and a smooth texture. Her facial shape is oval, with a balanced and symmetrical bone structure. Her eyes are almond-shaped, with a light color that could be described as a soft, pale shade. Her eyebrows are thick and well-groomed, arching gracefully above her eyes. Her nose is straight and of medium size, complementing her overall delicate facial features. Her mouth is closed, with a neutral expression, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished.  Her hair is blonde, styled in a sleek, straight manner that falls just above her shoulders. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face. Her overall emotional expression is neutral, and her gaze is directed slightly to the side, not making direct eye contact with the camera.","The individual in the image appears to be a woman with a fair skin tone and a smooth texture. Her facial shape is oval, with a balanced and symmetrical bone structure. Her eyes are almond-shaped, with a light color that could be described as a soft, pale shade. Her eyebrows are thick and well-groomed, arching gracefully above her eyes. Her nose is straight and of medium size, complementing her overall delicate facial features. Her mouth is closed, with a neutral expression, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished. Her hair is blonde, styled in a sleek, straight manner that falls just above her shoulders. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face. Her overall emotional expression is neutral, and her gaze is directed slightly to the side, not making direct eye contact with the camera.",[]
109,"The person in the image is a woman with fair skin and a smooth texture. Her facial shape is oval, with a prominent and well-defined bone structure. Her eyes are almond-shaped with a light brown hue, and they are accentuated with dark eyeliner and mascara. Her eyebrows are thick and arched, framing her eyes. Her nose is straight and slightly upturned, and her mouth is closed with a neutral expression, showing no visible teeth. There is no visible facial hair.  Her hair is blonde, styled in loose waves, and falls over her shoulders. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face. Her overall emotional expression is neutral, and she is looking directly at the camera.","The person in the image is a woman with fair skin and a smooth texture. Her facial shape is oval, with a prominent and well-defined bone structure. Her eyes are almond-shaped with a light brown hue, and they are accentuated with dark eyeliner and mascara. Her eyebrows are thick and arched, framing her eyes. Her nose is straight and slightly upturned, and her mouth is closed with a neutral expression, showing no visible teeth. There is no visible facial hair. Her hair is blonde, styled in loose waves, and falls over her shoulders. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face. Her overall emotional expression is neutral, and she is looking directly at the camera.",[]
