row,original,cleaned,removed_sentences
4113,"The person has a fair complexion and is wearing a light-colored top. They have short, straight hair that is a mix of brown and blonde. The hair is styled in a casual, loose manner. The person is wearing a pair of sunglasses that have a dark frame and a reflective lens. The sunglasses cover the top part of the person's face, leaving only the eyes visible. The person is wearing a pair of earrings that are small and circular. The earrings are made of a shiny material, possibly silver or gold. The person is wearing a pair of hoop earrings that are large and have a metallic finish. The hoops are made of a","The person has a fair complexion and is wearing a light-colored top. They have short, straight hair that is a mix of brown and blonde. The hair is styled in a casual, loose manner. The person is wearing a pair of sunglasses that have a dark frame and a reflective lens. The sunglasses cover the top part of the person's face, leaving only the eyes visible. The person is wearing a pair of earrings that are small and circular. The earrings are made of a shiny material, possibly silver or gold. The person is wearing a pair of hoop earrings that are large and have a metallic finish.",[]
4781,"The person in the image has a fair complexion and is wearing a top. The top is black and white, and the person is wearing a black and white shirt. The person is wearing a black and white shirt, and the shirt is black and white. The person is wearing a black and white shirt, and the shirt is black and white. The person is wearing a black and white shirt, and the shirt is black and white. The person is wearing a black and white shirt, and the shirt is black and white. The person is wearing a black and white shirt, and the shirt is black and white. The person is wearing a","The person in the image has a fair complexion and is wearing a top. The top is black and white, and the person is wearing a black and white shirt. The person is wearing a black and white shirt, and the shirt is black and white. The person is wearing a black and white shirt, and the shirt is black and white. The person is wearing a black and white shirt, and the shirt is black and white. The person is wearing a black and white shirt, and the shirt is black and white. The person is wearing a black and white shirt, and the shirt is black and white.",[]
4781,"The person in the image has a fair complexion and is wearing a top. The top is black and white, and the person is wearing a black and white shirt. The person is wearing a black and white shirt, and the shirt is black and white. The person is wearing a black and white shirt, and the shirt is black and white. The person is wearing a black and white shirt, and the shirt is black and white. The person is wearing a black and white shirt, and the shirt is black and white. The person is wearing a black and white shirt, and the shirt is black and white. The person is wearing a","The person in the image has a fair complexion and is wearing a top. The top is black and white, and the person is wearing a black and white shirt. The person is wearing a black and white shirt, and the shirt is black and white. The person is wearing a black and white shirt, and the shirt is black and white. The person is wearing a black and white shirt, and the shirt is black and white. The person is wearing a black and white shirt, and the shirt is black and white. The person is wearing a black and white shirt, and the shirt is black and white.",[]
5855,"The person has a fair complexion, short dark hair, and is wearing a pair of glasses. The individual is wearing a white shirt and has a beard. The person is wearing a black jacket. The person is wearing a black shirt. The person is wearing a black jacket and a white shirt. The person is wearing a black jacket and a white shirt. The person is wearing a black jacket and a white shirt. The person is wearing a black jacket and a white shirt. The person is wearing a black jacket and a white shirt. The person is wearing a black jacket and a white shirt. The person is wearing a black jacket and a","The person has a fair complexion, short dark hair, and is wearing a pair of glasses. The individual is wearing a white shirt and has a beard. The person is wearing a black jacket. The person is wearing a black shirt. The person is wearing a black jacket and a white shirt. The person is wearing a black jacket and a white shirt. The person is wearing a black jacket and a white shirt. The person is wearing a black jacket and a white shirt. The person is wearing a black jacket and a white shirt. The person is wearing a black jacket and a white shirt.",[]
5858,"The person has a fair complexion with short, dark hair and is wearing a pair of glasses. The individual is wearing a white shirt and has a beard. The person is wearing a black jacket. The person is wearing a black shirt. The person is wearing a black jacket and a white shirt. The person is wearing a black jacket and a white shirt. The person is wearing a black jacket and a white shirt. The person is wearing a black jacket and a white shirt. The person is wearing a black jacket and a white shirt. The person is wearing a black jacket and a white shirt. The person is wearing a black jacket and a","The person has a fair complexion with short, dark hair and is wearing a pair of glasses. The individual is wearing a white shirt and has a beard. The person is wearing a black jacket. The person is wearing a black shirt. The person is wearing a black jacket and a white shirt. The person is wearing a black jacket and a white shirt. The person is wearing a black jacket and a white shirt. The person is wearing a black jacket and a white shirt. The person is wearing a black jacket and a white shirt. The person is wearing a black jacket and a white shirt.",[]
5989,"The person in the image has a medium skin tone and is wearing a dark-colored top. The background features a blurred image of a person and a text that appears to be ""MOV.""",The person in the image has a medium skin tone and is wearing a dark-colored top.,[]
6002,"The person has a fair complexion with short, dark hair and is wearing a pair of glasses. The individual is wearing a white shirt and has a beard. The person is wearing a black jacket and has a pair of sunglasses. The person is wearing a black shirt and has a beard. The person is wearing a black shirt and has a beard. The person is wearing a black shirt and has a beard. The person is wearing a black shirt and has a beard. The person is wearing a black shirt and has a beard. The person is wearing a black shirt and has a beard. The person is wearing a black shirt and has a beard","The person has a fair complexion with short, dark hair and is wearing a pair of glasses. The individual is wearing a white shirt and has a beard. The person is wearing a black jacket and has a pair of sunglasses. The person is wearing a black shirt and has a beard. The person is wearing a black shirt and has a beard. The person is wearing a black shirt and has a beard. The person is wearing a black shirt and has a beard. The person is wearing a black shirt and has a beard. The person is wearing a black shirt and has a beard.",[]
6897,"The person has a fair complexion and is wearing a light-colored top. They have short, straight hair that is parted in the middle. The hair is a light brown color. The person is wearing a pair of glasses with a thin frame. The glasses have a rectangular shape and are a dark color. The person is wearing a pair of earrings that are small and round. The earrings are a silver color. The person is wearing a pair of hoop earrings that are large and gold in color. The person is wearing a pair of sunglasses that are dark and have a rectangular shape. The sunglasses have a thin frame. The person is wearing a pair","The person has a fair complexion and is wearing a light-colored top. They have short, straight hair that is parted in the middle. The hair is a light brown color. The person is wearing a pair of glasses with a thin frame. The glasses have a rectangular shape and are a dark color. The person is wearing a pair of earrings that are small and round. The earrings are a silver color. The person is wearing a pair of hoop earrings that are large and gold in color. The person is wearing a pair of sunglasses that are dark and have a rectangular shape. The sunglasses have a thin frame.",[]
6898,"The person has a fair complexion and is wearing a light-colored top. They have long, straight hair that is a mix of blonde and brown. The hair is parted in the middle and falls over the shoulders. The person is wearing a pair of sunglasses that have a dark frame and a reflective lens. The sunglasses cover the eyes and the bridge of the nose. The person is wearing a pair of earrings that are small and circular. The earrings are made of a shiny material and are hanging from the ears. The person is wearing a pair of hoop earrings that are large and made of a shiny material. The hoops are hanging from the ears and","The person has a fair complexion and is wearing a light-colored top. They have long, straight hair that is a mix of blonde and brown. The hair is parted in the middle and falls over the shoulders. The person is wearing a pair of sunglasses that have a dark frame and a reflective lens. The sunglasses cover the eyes and the bridge of the nose. The person is wearing a pair of earrings that are small and circular. The earrings are made of a shiny material and are hanging from the ears. The person is wearing a pair of hoop earrings that are large and made of a shiny material.",[]
8462,"The person in the image has a fair complexion and is wearing a top. The top is of a light color, possibly white or light blue. The person is wearing a necklace that appears to be made of beads or pearls. The necklace is of medium length and hangs around the neck. The person is also wearing earrings that are small and circular in shape. The earrings are of a metallic color, possibly silver or gold. The person is wearing a pair of sunglasses that cover the eyes and have a dark lens. The sunglasses are of a medium size and have a thin frame. The person is wearing a pair of sunglasses that cover the eyes and","The person in the image has a fair complexion and is wearing a top. The top is of a light color, possibly white or light blue. The person is wearing a necklace that appears to be made of beads or pearls. The necklace is of medium length and hangs around the neck. The person is also wearing earrings that are small and circular in shape. The earrings are of a metallic color, possibly silver or gold. The person is wearing a pair of sunglasses that cover the eyes and have a dark lens. The sunglasses are of a medium size and have a thin frame.",[]
9889,"The person has a fair complexion and is wearing a light-colored top. They have short, straight hair that is blonde in color. The hair is parted in the middle and falls just above the shoulders. The person is wearing a pair of sunglasses that have a dark frame and a reflective lens. The sunglasses cover the eyes completely and are positioned on the bridge of the nose. The person is wearing a pair of earrings that are small and circular in shape. The earrings are made of a shiny material and are positioned on the ears. The person is wearing a pair of hoop earrings that are large and circular in shape. The hoops are made of a","The person has a fair complexion and is wearing a light-colored top. They have short, straight hair that is blonde in color. The hair is parted in the middle and falls just above the shoulders. The person is wearing a pair of sunglasses that have a dark frame and a reflective lens. The sunglasses cover the eyes completely and are positioned on the bridge of the nose. The person is wearing a pair of earrings that are small and circular in shape. The earrings are made of a shiny material and are positioned on the ears. The person is wearing a pair of hoop earrings that are large and circular in shape.",[]
10019,"The person has a fair complexion and is wearing a light-colored top. They have long, straight hair that is parted in the middle. The hair is a light brown color. The person is wearing a pair of sunglasses that have a dark frame. The sunglasses cover the top of the person's head and are positioned on their face. The person is wearing a pair of earrings that are small and circular. The earrings are made of a shiny material and are positioned on the person's ears. The person is wearing a pair of glasses that have a dark frame. The glasses are positioned on the person's face and cover their eyes. The person is","The person has a fair complexion and is wearing a light-colored top. They have long, straight hair that is parted in the middle. The hair is a light brown color. The person is wearing a pair of sunglasses that have a dark frame. The sunglasses cover the top of the person's head and are positioned on their face. The person is wearing a pair of earrings that are small and circular. The earrings are made of a shiny material and are positioned on the person's ears. The person is wearing a pair of glasses that have a dark frame. The glasses are positioned on the person's face and cover their eyes.",[]
10311,The person has light skin and blonde hair. They are wearing a pair of glasses. The person is wearing a white shirt. The person is wearing a black shirt. The person is wearing a black jacket. The person is wearing a black coat. The person is wearing a black hat. The person is wearing a black scarf. The person is wearing a black glove. The person is wearing a black watch. The person is wearing a black bracelet. The person is wearing a black ring. The person is wearing a black necklace. The person is wearing a black purse. The person is wearing a black bag. The person is wearing a black phone,The person has light skin and blonde hair. They are wearing a pair of glasses. The person is wearing a white shirt. The person is wearing a black shirt. The person is wearing a black jacket. The person is wearing a black coat. The person is wearing a black hat. The person is wearing a black scarf. The person is wearing a black glove. The person is wearing a black watch. The person is wearing a black bracelet. The person is wearing a black ring. The person is wearing a black necklace. The person is wearing a black purse. The person is wearing a black bag.,[]
10661,"The person in the image has a fair complexion and is wearing a top. The top is of a light color, possibly white or cream. The person is wearing a necklace that appears to be made of beads or small stones. The necklace is of a medium length and hangs around the neck. The person is also wearing a pair of earrings that are small and circular in shape. The earrings are of a metallic color, possibly silver or gold. The person is wearing a pair of sunglasses that cover the eyes and have a dark lens. The sunglasses are of a medium size and have a thin frame. The person is wearing a pair of glasses that","The person in the image has a fair complexion and is wearing a top. The top is of a light color, possibly white or cream. The person is wearing a necklace that appears to be made of beads or small stones. The necklace is of a medium length and hangs around the neck. The person is also wearing a pair of earrings that are small and circular in shape. The earrings are of a metallic color, possibly silver or gold. The person is wearing a pair of sunglasses that cover the eyes and have a dark lens. The sunglasses are of a medium size and have a thin frame.",[]
12466,"The person has a fair complexion, with long, straight hair that falls just past the shoulders. The hair is a light brown color. The person is wearing a pair of sunglasses that cover the eyes and the bridge of the nose. The sunglasses have a dark frame and are positioned in such a way that they obscure the eyes and part of the forehead. The person is wearing a pair of earrings that are small and circular, hanging just below the ears. The earrings are made of a shiny material, possibly silver or gold. The person is wearing a pair of hoop earrings that are larger and more prominent, hanging just below the ears. The hoops","The person has a fair complexion, with long, straight hair that falls just past the shoulders. The hair is a light brown color. The person is wearing a pair of sunglasses that cover the eyes and the bridge of the nose. The sunglasses have a dark frame and are positioned in such a way that they obscure the eyes and part of the forehead. The person is wearing a pair of earrings that are small and circular, hanging just below the ears. The earrings are made of a shiny material, possibly silver or gold. The person is wearing a pair of hoop earrings that are larger and more prominent, hanging just below the ears.",[]
12969,"The person in the image has a fair complexion and is wearing a top. The individual has long, straight hair that is parted in the middle. The hair color is a light brown shade. The person is wearing a top that is a light color, possibly white or cream. The top has a high neckline and long sleeves. The person is wearing a pair of earrings that are small and circular in shape. The earrings are made of a metallic material. The person is wearing a pair of sunglasses that are dark in color. The sunglasses have a rectangular frame. The person is wearing a pair of glasses that are dark in color. The glasses have","The person in the image has a fair complexion and is wearing a top. The individual has long, straight hair that is parted in the middle. The hair color is a light brown shade. The person is wearing a top that is a light color, possibly white or cream. The top has a high neckline and long sleeves. The person is wearing a pair of earrings that are small and circular in shape. The earrings are made of a metallic material. The person is wearing a pair of sunglasses that are dark in color. The sunglasses have a rectangular frame. The person is wearing a pair of glasses that are dark in color.",[]
15286,"The person in the image has a medium skin tone and is wearing a gold-colored top. The individual has short, dark hair and is wearing a gold-colored top. The person is wearing a gold-colored top and has short, dark hair. The person is wearing a gold-colored top and has short, dark hair. The person is wearing a gold-colored top and has short, dark hair. The person is wearing a gold-colored top and has short, dark hair. The person is wearing a gold-colored top and has short, dark hair. The person is wearing a gold-colored top and has short, dark hair. The person is wearing a","The person in the image has a medium skin tone and is wearing a gold-colored top. The individual has short, dark hair and is wearing a gold-colored top. The person is wearing a gold-colored top and has short, dark hair. The person is wearing a gold-colored top and has short, dark hair. The person is wearing a gold-colored top and has short, dark hair. The person is wearing a gold-colored top and has short, dark hair. The person is wearing a gold-colored top and has short, dark hair. The person is wearing a gold-colored top and has short, dark hair.",[]
15787,The person in the image has a fair complexion and is wearing a top. The top is white and has a high neckline. The person is wearing a necklace that is silver in color. The person is also wearing a pair of earrings that are silver in color. The person is wearing a pair of sunglasses that are black in color. The person is also wearing a pair of glasses that are black in color. The person is also wearing a pair of shoes that are black in color. The person is also wearing a pair of socks that are black in color. The person is also wearing a pair of gloves that are black in color. The person,The person in the image has a fair complexion and is wearing a top. The top is white and has a high neckline. The person is wearing a necklace that is silver in color. The person is also wearing a pair of earrings that are silver in color. The person is wearing a pair of sunglasses that are black in color. The person is also wearing a pair of glasses that are black in color. The person is also wearing a pair of shoes that are black in color. The person is also wearing a pair of socks that are black in color. The person is also wearing a pair of gloves that are black in color.,[]
16823,"The person has a fair complexion and short, dark hair. They are wearing a pair of glasses. The person is wearing a white shirt. The person is wearing a black jacket. The person is wearing a black shirt. The person is wearing a black coat. The person is wearing a black sweater. The person is wearing a black jacket. The person is wearing a black shirt. The person is wearing a black coat. The person is wearing a black sweater. The person is wearing a black jacket. The person is wearing a black shirt. The person is wearing a black coat. The person is wearing a black sweater. The person is wearing","The person has a fair complexion and short, dark hair. They are wearing a pair of glasses. The person is wearing a white shirt. The person is wearing a black jacket. The person is wearing a black shirt. The person is wearing a black coat. The person is wearing a black sweater. The person is wearing a black jacket. The person is wearing a black shirt. The person is wearing a black coat. The person is wearing a black sweater. The person is wearing a black jacket. The person is wearing a black shirt. The person is wearing a black coat. The person is wearing a black sweater.",[]
17063,"The person has a fair complexion, with long, straight hair that falls just past the shoulders. The hair is a light brown color. The person is wearing a pair of glasses with a thin, metallic frame. The glasses have a rectangular shape and sit comfortably on the bridge of the nose. The person is wearing a pair of earrings that are small and circular, made of a shiny, reflective material. The earrings are small and subtle, adding a touch of elegance to the overall look. The person is wearing a pair of hoop earrings that are large and circular, made of a shiny, reflective material. The hoops are large and bold, adding","The person has a fair complexion, with long, straight hair that falls just past the shoulders. The hair is a light brown color. The person is wearing a pair of glasses with a thin, metallic frame. The glasses have a rectangular shape and sit comfortably on the bridge of the nose. The person is wearing a pair of earrings that are small and circular, made of a shiny, reflective material. The earrings are small and subtle, adding a touch of elegance to the overall look. The person is wearing a pair of hoop earrings that are large and circular, made of a shiny, reflective material.",[]
17194,The person has a fair complexion and is wearing a top. The top is a light color and has a high neckline. The person is wearing a necklace that is made of a dark material. The person is also wearing a pair of earrings that are made of a dark material. The person is wearing a pair of glasses that are made of a dark material. The person is wearing a pair of sunglasses that are made of a dark material. The person is wearing a pair of shoes that are made of a dark material. The person is wearing a pair of socks that are made of a dark material. The person is wearing a pair of gloves that,The person has a fair complexion and is wearing a top. The top is a light color and has a high neckline. The person is wearing a necklace that is made of a dark material. The person is also wearing a pair of earrings that are made of a dark material. The person is wearing a pair of glasses that are made of a dark material. The person is wearing a pair of sunglasses that are made of a dark material. The person is wearing a pair of shoes that are made of a dark material. The person is wearing a pair of socks that are made of a dark material.,[]
18199,"The person has a fair complexion and is wearing a light-colored top. They have shoulder-length hair that is a mix of brown and blonde. The hair is styled in loose waves. The person is wearing a pair of glasses with a thin frame. The glasses have a rectangular shape and are positioned on the bridge of the nose. The person is wearing a pair of earrings that are small and circular. The earrings are made of a shiny material, possibly silver or gold. The person is wearing a pair of rings on their fingers. The rings are made of a shiny material, possibly silver or gold. The person is wearing a pair of bracelets on","The person has a fair complexion and is wearing a light-colored top. They have shoulder-length hair that is a mix of brown and blonde. The hair is styled in loose waves. The person is wearing a pair of glasses with a thin frame. The glasses have a rectangular shape and are positioned on the bridge of the nose. The person is wearing a pair of earrings that are small and circular. The earrings are made of a shiny material, possibly silver or gold. The person is wearing a pair of rings on their fingers. The rings are made of a shiny material, possibly silver or gold.",[]
18634,"The person has a fair complexion and is wearing a black top. The individual has short, dark hair and is wearing a black shirt. The person is wearing a black shirt and has short, dark hair. The person is wearing a black shirt and has short, dark hair. The person is wearing a black shirt and has short, dark hair. The person is wearing a black shirt and has short, dark hair. The person is wearing a black shirt and has short, dark hair. The person is wearing a black shirt and has short, dark hair. The person is wearing a black shirt and has short, dark hair. The person is","The person has a fair complexion and is wearing a black top. The individual has short, dark hair and is wearing a black shirt. The person is wearing a black shirt and has short, dark hair. The person is wearing a black shirt and has short, dark hair. The person is wearing a black shirt and has short, dark hair. The person is wearing a black shirt and has short, dark hair. The person is wearing a black shirt and has short, dark hair. The person is wearing a black shirt and has short, dark hair. The person is wearing a black shirt and has short, dark hair.",[]
19033,"The person has a fair complexion and is wearing a light-colored top. They have short, straight hair that is parted in the middle. The hair is a light brown color. The person is wearing a pair of sunglasses that are dark in color. The sunglasses have a thin frame and cover the eyes completely. The person is wearing a pair of earrings that are small and circular in shape. The earrings are made of a shiny material, possibly silver or gold. The person is wearing a pair of hoop earrings that are large and circular in shape. The hoops are made of a shiny material, possibly silver or gold. The person is wearing a pair","The person has a fair complexion and is wearing a light-colored top. They have short, straight hair that is parted in the middle. The hair is a light brown color. The person is wearing a pair of sunglasses that are dark in color. The sunglasses have a thin frame and cover the eyes completely. The person is wearing a pair of earrings that are small and circular in shape. The earrings are made of a shiny material, possibly silver or gold. The person is wearing a pair of hoop earrings that are large and circular in shape. The hoops are made of a shiny material, possibly silver or gold.",[]
19067,"The person has a fair complexion and is wearing a light-colored top. They have short, straight hair that is parted in the middle. The hair is a light brown color. The person is wearing a pair of glasses with a thin frame. The glasses have a rectangular shape and are a dark color. The person is wearing a pair of earrings that are small and round. The earrings are a silver color. The person is wearing a pair of rings on their left hand. The rings are a gold color and have a simple design. The person is wearing a pair of bracelets on their left wrist. The bracelets are a silver color and have a","The person has a fair complexion and is wearing a light-colored top. They have short, straight hair that is parted in the middle. The hair is a light brown color. The person is wearing a pair of glasses with a thin frame. The glasses have a rectangular shape and are a dark color. The person is wearing a pair of earrings that are small and round. The earrings are a silver color. The person is wearing a pair of rings on their left hand. The rings are a gold color and have a simple design. The person is wearing a pair of bracelets on their left wrist.",[]
19248,The person has a prominent mustache and is wearing a pair of glasses. The individual appears to be male and is wearing a pair of spectacles. The person is wearing a pair of spectacles and has a prominent mustache. The person is wearing a pair of spectacles and has a prominent mustache. The person is wearing a pair of spectacles and has a prominent mustache. The person is wearing a pair of spectacles and has a prominent mustache. The person is wearing a pair of spectacles and has a prominent mustache. The person is wearing a pair of spectacles and has a prominent mustache. The person,The person has a prominent mustache and is wearing a pair of glasses. The individual appears to be male and is wearing a pair of spectacles. The person is wearing a pair of spectacles and has a prominent mustache. The person is wearing a pair of spectacles and has a prominent mustache. The person is wearing a pair of spectacles and has a prominent mustache. The person is wearing a pair of spectacles and has a prominent mustache. The person is wearing a pair of spectacles and has a prominent mustache. The person is wearing a pair of spectacles and has a prominent mustache.,[]
19033,"The person has a fair complexion and is wearing a light-colored top. They have short, straight hair that is parted in the middle. The hair is a light brown color. The person is wearing a pair of sunglasses that are dark in color. The sunglasses have a thin frame and cover the eyes completely. The person is wearing a pair of earrings that are small and circular in shape. The earrings are made of a shiny material, possibly silver or gold. The person is wearing a pair of hoop earrings that are large and circular in shape. The hoops are made of a shiny material, possibly silver or gold. The person is wearing a pair","The person has a fair complexion and is wearing a light-colored top. They have short, straight hair that is parted in the middle. The hair is a light brown color. The person is wearing a pair of sunglasses that are dark in color. The sunglasses have a thin frame and cover the eyes completely. The person is wearing a pair of earrings that are small and circular in shape. The earrings are made of a shiny material, possibly silver or gold. The person is wearing a pair of hoop earrings that are large and circular in shape. The hoops are made of a shiny material, possibly silver or gold.",[]
21462,The person has a fair complexion and is wearing a top. The top is black and has a high neckline. The person is wearing a necklace that is silver in color. The person is wearing a ring on their left hand. The person is wearing a bracelet on their left wrist. The person is wearing a watch on their left wrist. The person is wearing a pair of earrings. The person is wearing a pair of sunglasses. The person is wearing a pair of glasses. The person is wearing a pair of shoes. The person is wearing a pair of socks. The person is wearing a pair of pants. The person is wearing a pair of,The person has a fair complexion and is wearing a top. The top is black and has a high neckline. The person is wearing a necklace that is silver in color. The person is wearing a ring on their left hand. The person is wearing a bracelet on their left wrist. The person is wearing a watch on their left wrist. The person is wearing a pair of earrings. The person is wearing a pair of sunglasses. The person is wearing a pair of glasses. The person is wearing a pair of shoes. The person is wearing a pair of socks. The person is wearing a pair of pants.,[]
