row,original,cleaned,removed_sentences
65,"The person in the image appears to be a woman with a fair skin tone and a smooth texture. Her facial shape is oval, with a balanced bone structure. Her eyes are almond-shaped, with a light color that could be described as a soft, pale hue. Her eyebrows are thin and neatly groomed, arching gracefully above her eyes. The nose is straight and of medium size, with a smooth bridge and tip. Her mouth is closed, with a neutral expression, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished.  Her hair is a light brown, styled in loose waves that fall just above her shoulders. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face, and she has a calm, neutral expression. Her gaze is directed slightly to the left of the camera, giving a sense of direct engagement with the viewer.","The person in the image appears to be a woman with a fair skin tone and a smooth texture. Her facial shape is oval, with a balanced bone structure. Her eyes are almond-shaped, with a light color that could be described as a soft, pale hue. Her eyebrows are thin and neatly groomed, arching gracefully above her eyes. The nose is straight and of medium size, with a smooth bridge and tip. Her mouth is closed, with a neutral expression, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished. Her hair is a light brown, styled in loose waves that fall just above her shoulders. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face, and she has a calm, neutral expression. Her gaze is directed slightly to the left of the camera, giving a sense of direct engagement with the viewer.",[]
67,"The person in the image appears to be a young female with a fair skin tone and a smooth texture. Her facial shape is oval, with a balanced bone structure. Her eyes are almond-shaped and a dark brown color, giving her a striking and expressive look. Her eyebrows are thick and well-groomed, arching gracefully above her eyes. The nose is straight and of medium size, complementing her overall facial features. Her mouth is closed, with a neutral expression, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished.  Her hair is a light brown color, styled in loose waves that fall just above her shoulders. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face, and her overall emotional expression appears calm and neutral. She is looking directly at the camera, with her gaze directed straight ahead.","The person in the image appears to be a young female with a fair skin tone and a smooth texture. Her facial shape is oval, with a balanced bone structure. Her eyes are almond-shaped and a dark brown color, giving her a striking and expressive look. Her eyebrows are thick and well-groomed, arching gracefully above her eyes. The nose is straight and of medium size, complementing her overall facial features. Her mouth is closed, with a neutral expression, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished. Her hair is a light brown color, styled in loose waves that fall just above her shoulders. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face, and her overall emotional expression appears calm and neutral. She is looking directly at the camera, with her gaze directed straight ahead.",[]
68,"The person in the image appears to be a young woman with a fair skin tone and a smooth texture. Her facial shape is oval, with a balanced bone structure. Her eyes are almond-shaped and a light brown color, with a gentle gaze that suggests a calm and composed demeanor. Her eyebrows are thin and neatly groomed, arching gracefully above her eyes. The nose is straight and of medium size, with a smooth bridge and tip. Her mouth is closed, with a slight hint of a smile, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished.  Her hair is a vibrant red, styled in a straight, shoulder-length cut with bangs that frame her face. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face, and her overall expression is one of tranquility and introspection. The direction of her gaze is slightly downward, adding to the serene and contemplative atmosphere of the image.","The person in the image appears to be a young woman with a fair skin tone and a smooth texture. Her facial shape is oval, with a balanced bone structure. Her eyes are almond-shaped and a light brown color, with a gentle gaze that suggests a calm and composed demeanor. Her eyebrows are thin and neatly groomed, arching gracefully above her eyes. The nose is straight and of medium size, with a smooth bridge and tip. Her mouth is closed, with a slight hint of a smile, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished. Her hair is a vibrant red, styled in a straight, shoulder-length cut with bangs that frame her face. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face, and her overall expression is one of tranquility and introspection. The direction of her gaze is slightly downward, adding to the serene and contemplative atmosphere of the image.",[]
69,"The person in the image appears to be a young individual with a fair skin tone and a smooth texture. The facial shape is oval, with a balanced bone structure. The eyes are almond-shaped with a light color, possibly blue or green, and are framed by thick, dark eyebrows that arch gracefully over the eyes. The nose is straight and of medium size, with a smooth bridge and a slightly curved tip. The mouth is closed, with a neutral expression, and the teeth are not visible. There is no visible facial hair, and the skin appears clear with no noticeable blemishes or scars.  The individual has dark hair, which is short and styled in a neat, side-parted fashion. The hairline is straight and the texture appears to be fine. There are no visible accessories such as earrings, glasses, or piercings. The overall emotional expression is neutral, and the gaze is directed slightly to the left of the camera.","The person in the image appears to be a young individual with a fair skin tone and a smooth texture. The facial shape is oval, with a balanced bone structure. The eyes are almond-shaped with a light color, possibly blue or green, and are framed by thick, dark eyebrows that arch gracefully over the eyes. The nose is straight and of medium size, with a smooth bridge and a slightly curved tip. The mouth is closed, with a neutral expression, and the teeth are not visible. There is no visible facial hair, and the skin appears clear with no noticeable blemishes or scars. The individual has dark hair, which is short and styled in a neat, side-parted fashion. The hairline is straight and the texture appears to be fine. There are no visible accessories such as earrings, glasses, or piercings. The overall emotional expression is neutral, and the gaze is directed slightly to the left of the camera.",[]
76,"The person in the image appears to be a woman with a fair skin tone and a smooth texture. Her facial shape is oval, with a balanced bone structure. Her eyes are almond-shaped, with a light color that could be described as a soft blue or grey. Her eyebrows are thin and neatly groomed, arching gracefully above her eyes. The nose is straight and of medium size, with a smooth bridge and tip. Her mouth is closed, with a neutral expression, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished.  Her hair is long, with a light brown or blonde color. It is styled in loose waves, cascading over her shoulders. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories, such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face. Her overall emotional expression is neutral, and her gaze is directed slightly to the left of the camera.","The person in the image appears to be a woman with a fair skin tone and a smooth texture. Her facial shape is oval, with a balanced bone structure. Her eyes are almond-shaped, with a light color that could be described as a soft blue or grey. Her eyebrows are thin and neatly groomed, arching gracefully above her eyes. The nose is straight and of medium size, with a smooth bridge and tip. Her mouth is closed, with a neutral expression, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished. Her hair is long, with a light brown or blonde color. It is styled in loose waves, cascading over her shoulders. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories, such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face. Her overall emotional expression is neutral, and her gaze is directed slightly to the left of the camera.",[]
77,"The person in the image appears to be a young woman with fair skin and a smooth texture. Her facial shape is oval, with a balanced bone structure. Her eyes are almond-shaped and a striking green color, which stand out against her fair skin. Her eyebrows are thin and neatly groomed, arching gracefully above her eyes. Her nose is straight and of medium size, with a smooth bridge and tip. Her mouth is closed, with a neutral expression, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished.  Her hair is long, with a reddish-brown color, and it appears to be straight. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars or blemishes on her face, and she has a few wrinkles around the corners of her eyes, which could indicate her age.  The person's overall emotional expression is neutral, and her gaze is directed slightly to the left of the camera.","The person in the image appears to be a young woman with fair skin and a smooth texture. Her facial shape is oval, with a balanced bone structure. Her eyes are almond-shaped and a striking green color, which stand out against her fair skin. Her eyebrows are thin and neatly groomed, arching gracefully above her eyes. Her nose is straight and of medium size, with a smooth bridge and tip. Her mouth is closed, with a neutral expression, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished. Her hair is long, with a reddish-brown color, and it appears to be straight. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars or blemishes on her face, and she has a few wrinkles around the corners of her eyes, which could indicate her age. The person's overall emotional expression is neutral, and her gaze is directed slightly to the left of the camera.",[]
78,"The person in the image appears to be a woman with a fair skin tone and a smooth texture. Her facial shape is oval, with a balanced bone structure. Her eyes are almond-shaped and a light blue color, giving her a striking and expressive look. Her eyebrows are thin and neatly groomed, arching gracefully above her eyes. The nose is straight and of medium size, adding to her refined appearance. Her mouth is closed, with a neutral expression, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished.  Her hair is light brown, styled in a sleek, straight manner that falls just above her shoulders. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face, and her overall expression is neutral, with her gaze directed slightly to the left of the camera.","The person in the image appears to be a woman with a fair skin tone and a smooth texture. Her facial shape is oval, with a balanced bone structure. Her eyes are almond-shaped and a light blue color, giving her a striking and expressive look. Her eyebrows are thin and neatly groomed, arching gracefully above her eyes. The nose is straight and of medium size, adding to her refined appearance. Her mouth is closed, with a neutral expression, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished. Her hair is light brown, styled in a sleek, straight manner that falls just above her shoulders. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face, and her overall expression is neutral, with her gaze directed slightly to the left of the camera.",[]
82,"The person in the image is a woman with a fair skin tone and a smooth texture. Her facial shape is oval, with a balanced bone structure. She has almond-shaped eyes with a light blue color, which are expressive and convey a sense of calmness. Her eyebrows are thin and neatly groomed, arching gracefully above her eyes. The nose is straight and of medium size, with a smooth bridge and tip. Her mouth is closed, with a neutral expression, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished.  Her hair is dark brown, styled in a sleek, straight manner, and falls just above her shoulders. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face, and her overall emotional expression is neutral. She is looking directly at the camera, with her eyes focused and conveying a sense of direct engagement.","The person in the image is a woman with a fair skin tone and a smooth texture. Her facial shape is oval, with a balanced bone structure. She has almond-shaped eyes with a light blue color, which are expressive and convey a sense of calmness. Her eyebrows are thin and neatly groomed, arching gracefully above her eyes. The nose is straight and of medium size, with a smooth bridge and tip. Her mouth is closed, with a neutral expression, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished. Her hair is dark brown, styled in a sleek, straight manner, and falls just above her shoulders. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face, and her overall emotional expression is neutral. She is looking directly at the camera, with her eyes focused and conveying a sense of direct engagement.",[]
84,"The person in the image appears to be a woman with a fair skin tone and a smooth texture. Her facial shape is oval, with a balanced bone structure. Her eyes are almond-shaped and a striking blue color, which stand out against her fair skin. Her eyebrows are thin and neatly groomed, arching gracefully above her eyes. Her nose is straight and well-defined, with a slight curve at the tip. Her mouth is closed, with a neutral expression, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished.  Her hair is a rich brown color, styled in loose waves that fall just past her shoulders. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face, and her overall expression is neutral. She is looking directly at the camera, with her eyes focused and her gaze steady.","The person in the image appears to be a woman with a fair skin tone and a smooth texture. Her facial shape is oval, with a balanced bone structure. Her eyes are almond-shaped and a striking blue color, which stand out against her fair skin. Her eyebrows are thin and neatly groomed, arching gracefully above her eyes. Her nose is straight and well-defined, with a slight curve at the tip. Her mouth is closed, with a neutral expression, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished. Her hair is a rich brown color, styled in loose waves that fall just past her shoulders. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face, and her overall expression is neutral. She is looking directly at the camera, with her eyes focused and her gaze steady.",[]
99,"The person in the image is a young woman with fair skin and a smooth texture. Her facial shape is oval, with a balanced bone structure. She has almond-shaped eyes with a light blue color, giving her a striking and expressive look. Her eyebrows are thin and neatly groomed, arching gracefully above her eyes. The nose is straight and well-defined, adding to her refined appearance. Her mouth is closed, with a neutral expression, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished.  Her hair is light brown, styled in a straight, shoulder-length cut with a side parting. The hairline is neat, and the texture appears smooth and well-maintained. She is wearing a pair of thin, oval-framed glasses that sit comfortably on her nose, adding a touch of intellectual charm to her look. There are no visible accessories, piercings, or scars on her face. Her overall emotional expression is neutral, and she is looking directly at the camera, making eye contact with the viewer.","The person in the image is a young woman with fair skin and a smooth texture. Her facial shape is oval, with a balanced bone structure. She has almond-shaped eyes with a light blue color, giving her a striking and expressive look. Her eyebrows are thin and neatly groomed, arching gracefully above her eyes. The nose is straight and well-defined, adding to her refined appearance. Her mouth is closed, with a neutral expression, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished. Her hair is light brown, styled in a straight, shoulder-length cut with a side parting. The hairline is neat, and the texture appears smooth and well-maintained. She is wearing a pair of thin, oval-framed glasses that sit comfortably on her nose, adding a touch of intellectual charm to her look. There are no visible accessories, piercings, or scars on her face. Her overall emotional expression is neutral, and she is looking directly at the camera, making eye contact with the viewer.",[]
