row,original,cleaned,removed_sentences
106,"The person in the image appears to be a woman with a fair skin tone and a smooth texture. Her facial shape is oval, with a balanced bone structure. Her eyes are almond-shaped, with a light color, possibly blue or green, and they are accentuated with dark eyeliner and mascara. Her eyebrows are thick and well-groomed, arching gracefully above her eyes. Her nose is straight and of medium size, complementing her overall facial features. Her mouth is closed, with a neutral expression, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished.  Her hair is light brown, styled in a sleek, straight manner, with a side parting. The hairline is neat, and the texture appears smooth. There are no visible accessories, such as earrings, glasses, or piercings. The person's overall emotional expression is neutral, and her gaze is directed slightly to the side, not making direct eye contact with the camera.","The person in the image appears to be a woman with a fair skin tone and a smooth texture. Her facial shape is oval, with a balanced bone structure. Her eyes are almond-shaped, with a light color, possibly blue or green, and they are accentuated with dark eyeliner and mascara. Her eyebrows are thick and well-groomed, arching gracefully above her eyes. Her nose is straight and of medium size, complementing her overall facial features. Her mouth is closed, with a neutral expression, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished. Her hair is light brown, styled in a sleek, straight manner, with a side parting. The hairline is neat, and the texture appears smooth. There are no visible accessories, such as earrings, glasses, or piercings. The person's overall emotional expression is neutral, and her gaze is directed slightly to the side, not making direct eye contact with the camera.",[]
107,"The person in the image is a woman with a fair skin tone and a smooth texture. Her facial shape is oval, with a balanced bone structure. Her eyes are almond-shaped, with a light brown color, and she has a medium-thick eyebrow that arches gracefully above each eye. Her nose is straight and of average size, complementing her overall delicate facial features. Her mouth is closed, with a neutral expression, and she has a slight dimple on her chin. There is no visible facial hair, and her skin appears clear and well-groomed.  Her hair is blonde, styled in a sleek, straight manner that falls just above her shoulders. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face, and her overall emotional expression is neutral. She is looking directly at the camera, with her eyes focused and her gaze steady.","The person in the image is a woman with a fair skin tone and a smooth texture. Her facial shape is oval, with a balanced bone structure. Her eyes are almond-shaped, with a light brown color, and she has a medium-thick eyebrow that arches gracefully above each eye. Her nose is straight and of average size, complementing her overall delicate facial features. Her mouth is closed, with a neutral expression, and she has a slight dimple on her chin. There is no visible facial hair, and her skin appears clear and well-groomed. Her hair is blonde, styled in a sleek, straight manner that falls just above her shoulders. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face, and her overall emotional expression is neutral. She is looking directly at the camera, with her eyes focused and her gaze steady.",[]
109,"The person in the image is a woman with fair skin and a smooth texture. Her facial shape is oval, with a prominent and well-defined bone structure. Her eyes are almond-shaped with a light color, possibly blue or green, and are accentuated with shimmering eyeshadow. Her eyebrows are thick and well-groomed, arching gracefully above her eyes. Her nose is straight and of medium size, complementing her overall facial features. Her mouth is closed, with a slight smile, and her teeth are visible. There is no visible facial hair.  Her hair is a vibrant shade of red, styled in loose waves that fall just past her shoulders. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face, and her overall expression appears calm and composed. She is looking slightly to the side, with her gaze directed towards something off-camera.","The person in the image is a woman with fair skin and a smooth texture. Her facial shape is oval, with a prominent and well-defined bone structure. Her eyes are almond-shaped with a light color, possibly blue or green, and are accentuated with shimmering eyeshadow. Her eyebrows are thick and well-groomed, arching gracefully above her eyes. Her nose is straight and of medium size, complementing her overall facial features. Her mouth is closed, with a slight smile, and her teeth are visible. There is no visible facial hair. Her hair is a vibrant shade of red, styled in loose waves that fall just past her shoulders. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face, and her overall expression appears calm and composed. She is looking slightly to the side, with her gaze directed towards something off-camera.",[]
111,"The person in the image is a woman with a fair skin tone and a smooth texture. Her facial shape is oval, with a balanced bone structure. Her eyes are almond-shaped, with a light brown color, and she has a medium-thick eyebrow that arches gracefully above each eye. Her nose is straight and of average size, complementing her overall delicate facial features. Her mouth is closed, with a neutral expression, and she has a slight dimple on her chin. There is no visible facial hair, and her skin appears clear and well-groomed.  Her hair is a rich brown color, styled in loose waves that fall just past her shoulders. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face, and her overall emotional expression is calm and composed. She is looking slightly to her left, with her gaze directed forward.","The person in the image is a woman with a fair skin tone and a smooth texture. Her facial shape is oval, with a balanced bone structure. Her eyes are almond-shaped, with a light brown color, and she has a medium-thick eyebrow that arches gracefully above each eye. Her nose is straight and of average size, complementing her overall delicate facial features. Her mouth is closed, with a neutral expression, and she has a slight dimple on her chin. There is no visible facial hair, and her skin appears clear and well-groomed. Her hair is a rich brown color, styled in loose waves that fall just past her shoulders. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face, and her overall emotional expression is calm and composed. She is looking slightly to her left, with her gaze directed forward.",[]
114,"The individual in the image appears to be a woman with a medium skin tone and a smooth complexion. Her facial shape is oval, with a balanced and symmetrical bone structure. Her eyes are almond-shaped, with a light color that could be described as a soft, pale green or hazel. Her eyebrows are thick and well-groomed, arching gracefully above her eyes. Her nose is straight and of medium size, complementing her overall facial features. Her mouth is closed, with a neutral expression, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished.  Her hair is dark, possibly black or very dark brown, and it is styled in a sleek, straight manner that falls just above her shoulders. The hairline is straight and even, with no visible parting or design. There are no visible accessories, such as earrings, glasses, or piercings. The person's overall emotional expression is neutral, and her gaze is directed slightly to the side, not making direct eye contact with the camera.","The individual in the image appears to be a woman with a medium skin tone and a smooth complexion. Her facial shape is oval, with a balanced and symmetrical bone structure. Her eyes are almond-shaped, with a light color that could be described as a soft, pale green or hazel. Her eyebrows are thick and well-groomed, arching gracefully above her eyes. Her nose is straight and of medium size, complementing her overall facial features. Her mouth is closed, with a neutral expression, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished. Her hair is dark, possibly black or very dark brown, and it is styled in a sleek, straight manner that falls just above her shoulders. The hairline is straight and even, with no visible parting or design. There are no visible accessories, such as earrings, glasses, or piercings. The person's overall emotional expression is neutral, and her gaze is directed slightly to the side, not making direct eye contact with the camera.",[]
117,"The person in the image appears to be a woman with fair skin and a smooth texture. Her facial shape is oval, with a balanced bone structure. Her eyes are almond-shaped, with a light color, possibly blue or green. Her eyebrows are thick and well-groomed, arching gracefully above her eyes. Her nose is straight and of medium size, complementing her overall facial features. Her mouth is closed, with a neutral expression, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished.  Her hair is blonde, cut in a short, straight style that frames her face. The hairline is neat, and there are no visible partings or designs. She is wearing a white garment, but no other accessories or unique facial features are discernible. The person's overall emotional expression is neutral, and her gaze is directed slightly to the side, not making direct eye contact with the camera.","The person in the image appears to be a woman with fair skin and a smooth texture. Her facial shape is oval, with a balanced bone structure. Her eyes are almond-shaped, with a light color, possibly blue or green. Her eyebrows are thick and well-groomed, arching gracefully above her eyes. Her nose is straight and of medium size, complementing her overall facial features. Her mouth is closed, with a neutral expression, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished. Her hair is blonde, cut in a short, straight style that frames her face. The hairline is neat, and there are no visible partings or designs. She is wearing a white garment, but no other accessories or unique facial features are discernible. The person's overall emotional expression is neutral, and her gaze is directed slightly to the side, not making direct eye contact with the camera.",[]
118,"The person in the image is a woman with a fair skin tone and a smooth texture. Her facial shape is oval, with a balanced bone structure. Her eyes are almond-shaped and a deep brown color, giving her a striking and expressive look. Her eyebrows are thick and well-groomed, arching gracefully above her eyes. Her nose is straight and of medium size, complementing her overall facial features. Her mouth is closed, with a subtle smile, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and well-maintained.  Her hair is light brown, styled in a sleek, straight manner that falls just past her shoulders. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face, and her overall expression is calm and composed. She is looking directly at the camera, with her eyes focused and her gaze steady.","The person in the image is a woman with a fair skin tone and a smooth texture. Her facial shape is oval, with a balanced bone structure. Her eyes are almond-shaped and a deep brown color, giving her a striking and expressive look. Her eyebrows are thick and well-groomed, arching gracefully above her eyes. Her nose is straight and of medium size, complementing her overall facial features. Her mouth is closed, with a subtle smile, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and well-maintained. Her hair is light brown, styled in a sleek, straight manner that falls just past her shoulders. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face, and her overall expression is calm and composed. She is looking directly at the camera, with her eyes focused and her gaze steady.",[]
119,"The person in the image is a woman with a fair skin tone and a smooth texture. Her facial shape is oval, with a balanced bone structure. Her eyes are almond-shaped, with a light brown color, and they are accentuated with dark eyeliner and mascara. Her eyebrows are thick and arched, framing her eyes. Her nose is straight and medium-sized, and her mouth is closed with a neutral expression, showing no visible teeth. There is no visible facial hair.  Her hair is blonde, styled in a sleek, straight manner, and parted in the middle. The hairline is straight and even. There are no visible accessories, scars, blemishes, or wrinkles. Her overall emotional expression appears neutral, and her gaze is directed slightly to the left of the camera.","The person in the image is a woman with a fair skin tone and a smooth texture. Her facial shape is oval, with a balanced bone structure. Her eyes are almond-shaped, with a light brown color, and they are accentuated with dark eyeliner and mascara. Her eyebrows are thick and arched, framing her eyes. Her nose is straight and medium-sized, and her mouth is closed with a neutral expression, showing no visible teeth. There is no visible facial hair. Her hair is blonde, styled in a sleek, straight manner, and parted in the middle. The hairline is straight and even. There are no visible accessories, scars, blemishes, or wrinkles. Her overall emotional expression appears neutral, and her gaze is directed slightly to the left of the camera.",[]
120,"The person in the image is a woman with fair skin and a smooth texture. Her facial shape is oval, with a prominent and well-defined bone structure. Her eyes are almond-shaped with a light color, possibly blue or green, and they are accentuated with subtle makeup. Her eyebrows are thick and well-groomed, arching gracefully above her eyes. Her nose is straight and of medium size, complementing her overall balanced facial features. Her mouth is closed, with a neutral expression, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished.  Her hair is blonde, styled in a sleek, straight manner that falls just above her shoulders. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face, and her overall emotional expression appears neutral. She is looking directly at the camera, with her eyes focused and her gaze directed straight ahead.","The person in the image is a woman with fair skin and a smooth texture. Her facial shape is oval, with a prominent and well-defined bone structure. Her eyes are almond-shaped with a light color, possibly blue or green, and they are accentuated with subtle makeup. Her eyebrows are thick and well-groomed, arching gracefully above her eyes. Her nose is straight and of medium size, complementing her overall balanced facial features. Her mouth is closed, with a neutral expression, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished. Her hair is blonde, styled in a sleek, straight manner that falls just above her shoulders. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face, and her overall emotional expression appears neutral. She is looking directly at the camera, with her eyes focused and her gaze directed straight ahead.",[]
122,"The person in the image appears to be a woman with fair skin and a smooth texture. Her facial shape is oval, with a balanced bone structure. Her eyes are almond-shaped with a light brown hue, and they are accentuated with dark eyeliner and mascara. Her eyebrows are thick and well-groomed, arching gracefully above her eyes. Her nose is straight and of medium size, complementing her overall facial features. Her mouth is closed, showing a slight smile, with white teeth visible. There is no visible facial hair, and her skin appears clear and well-maintained.  Her hair is blonde, styled in a sleek, straight manner that falls just past her shoulders. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face, and her overall expression is neutral, with her gaze directed slightly to the side.","The person in the image appears to be a woman with fair skin and a smooth texture. Her facial shape is oval, with a balanced bone structure. Her eyes are almond-shaped with a light brown hue, and they are accentuated with dark eyeliner and mascara. Her eyebrows are thick and well-groomed, arching gracefully above her eyes. Her nose is straight and of medium size, complementing her overall facial features. Her mouth is closed, showing a slight smile, with white teeth visible. There is no visible facial hair, and her skin appears clear and well-maintained. Her hair is blonde, styled in a sleek, straight manner that falls just past her shoulders. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face, and her overall expression is neutral, with her gaze directed slightly to the side.",[]
123,"The person in the image appears to be a woman with a fair skin tone and a smooth texture. Her facial shape is oval, with a balanced bone structure. Her eyes are almond-shaped, with a light color that could be described as a soft, pale shade. Her eyebrows are thin and neatly groomed, arching gracefully above her eyes. Her nose is straight and of medium size, complementing her overall delicate facial features. Her mouth is closed, with a neutral expression, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished.  Her hair is blonde, with a straight texture, and it falls past her shoulders. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face. Her overall emotional expression is neutral, and she is looking directly at the camera.","The person in the image appears to be a woman with a fair skin tone and a smooth texture. Her facial shape is oval, with a balanced bone structure. Her eyes are almond-shaped, with a light color that could be described as a soft, pale shade. Her eyebrows are thin and neatly groomed, arching gracefully above her eyes. Her nose is straight and of medium size, complementing her overall delicate facial features. Her mouth is closed, with a neutral expression, and her teeth are not visible. There is no visible facial hair, and her skin appears clear and unblemished. Her hair is blonde, with a straight texture, and it falls past her shoulders. The hairline is straight, and there are no visible partings or designs. She is not wearing any visible accessories such as earrings, glasses, or piercings. There are no scars, blemishes, or wrinkles on her face. Her overall emotional expression is neutral, and she is looking directly at the camera.",[]
