filename,category,description
nm0893257_rm2020971520_1977-7-8_2006.jpg,Milo_Ventimiglia,"The person in the image has a neutral expression, with a slight frown, and is wearing a pink shirt."
nm0893257_rm3198466816_1977-7-8_2006.jpg,Milo_Ventimiglia,"The person in the image has a neutral facial expression, with a slight hint of a smile, and is wearing a black shirt."
nm0893257_rm2477822976_1977-7-8_2006.jpg,Milo_Ventimiglia,"The person in the image has short, dark hair and is wearing a black shirt. They are looking directly at the camera with a neutral expression."
nm0893257_rm3502281728_1977-7-8_2006.jpg,Milo_Ventimiglia,"The person in the image has short, dark hair and is wearing a green shirt. They are looking directly at the camera with a neutral expression."
nm1694302_rm2180294656_1976-1-26_2012.jpg,Gilles_Marini,"The person in the image has a neutral facial expression, with a slight smile, and is wearing a white shirt. They have short, dark hair and are standing outdoors."
nm1157048_rm1454555904_1980-9-29_2014.jpg,Zachary_Levi,"The person in the image has a light complexion, short dark hair, and is wearing a green shirt. They are smiling broadly, showing their teeth, and appear to be in a happy or cheerful mood."
nm1157048_rm206212352_1980-9-29_2007.jpg,Zachary_Levi,"The person in the image has a neutral facial expression, with a slight frown, and is of unknown gender. They have short, dark hair and are wearing a white shirt."
nm1157048_rm2869924864_1980-9-29_2007.jpg,Zachary_Levi,"The person in the image is a man with short hair, wearing a black shirt, and appears to be talking on a cell phone. He has a neutral facial expression."
nm1157048_rm652459008_1980-9-29_2011.jpg,Zachary_Levi,"The person in the image has a neutral facial expression, with a slight hint of a smile. They have short, dark hair and are wearing a green shirt."
nm1157048_rm1528141824_1980-9-29_2007.jpg,Zachary_Levi,"The person in the image has a joyful expression, with a wide smile and bright eyes, and appears to be male with short hair."
nm1157048_rm2764362240_1980-9-29_2013.jpg,Zachary_Levi,The person in the image has a beard and is wearing a purple shirt. They are smiling and appear to be in a joyful mood.
nm1157048_rm3356423936_1980-9-29_2015.jpg,Zachary_Levi,The person in the image has a beard and is wearing a black shirt.
nm1157048_rm1494587392_1980-9-29_2007.jpg,Zachary_Levi,"The person in the image has a cheerful expression, with a broad smile and eyes that appear to be crinkling, suggesting a genuine smile. The individual has short, curly hair and is wearing a dark-colored shirt."
nm1157048_rm3651577344_1980-9-29_2013.jpg,Zachary_Levi,"The person in the image has a neutral facial expression, with a slight smile, and is wearing a beard."
nm1157048_rm2865072896_1980-9-29_2007.jpg,Zachary_Levi,"The person in the image has a neutral expression, with a slight hint of surprise or concern, and is wearing a red shirt."
nm1157048_rm525187072_1980-9-29_2007.jpg,Zachary_Levi,"The person in the image has short, dark hair and is wearing a white shirt. They appear to be speaking or making a facial expression, with their mouth slightly open."
nm1157048_rm1638311424_1980-9-29_2013.jpg,Zachary_Levi,"The person in the image has a neutral facial expression, with a light brown beard and mustache, and is wearing a white shirt."
nm1157048_rm2662761216_1980-9-29_2010.jpg,Zachary_Levi,"The person in the image has a light complexion and is smiling, showcasing a broad, confident expression."
nm0779325_rm3685190656_1972-4-4_2010.jpg,Jill_Scott,"The person in the image has a radiant smile, showcasing a joyful expression, and is wearing a vibrant red outfit."
nm0779325_rm4170493440_1972-4-4_2012.jpg,Jill_Scott,"The person in the image has a radiant smile, showcasing a warm and inviting expression. They are a woman with a distinctive feature of a bright, red lipstick that adds a pop of color to her face."
nm0000450_rm4087978752_1967-7-23_2006.jpg,Philip_Seymour_Hoffman,"The person in the image has a neutral facial expression, wearing glasses, and appears to be male."
nm0000450_rm1074699008_1967-7-23_2006.jpg,Philip_Seymour_Hoffman,"The person in the image has a fair complexion and is wearing glasses. They are smiling, and their facial expression appears to be cheerful."
nm0000450_rm43483392_1967-7-23_2010.jpg,Philip_Seymour_Hoffman,"The person in the image has a fair complexion and is wearing a hat. They are smiling, showing their teeth, and appear to be male. There are no distinctive facial features that stand out."
nm0000450_rm1276025600_1967-7-23_2006.jpg,Philip_Seymour_Hoffman,"The person in the image is a middle-aged man with glasses, wearing a light-colored shirt. He has a slight smile on his face."
nm0000450_rm1425116416_1967-7-23_2007.jpg,Philip_Seymour_Hoffman,"The person in the image has a mustache and is wearing glasses, with a neutral facial expression."
nm0000450_rm113422336_1967-7-23_2011.jpg,Philip_Seymour_Hoffman,"The person in the image has a beard and is wearing glasses, with a neutral facial expression."
nm0000450_rm3081017088_1967-7-23_2008.jpg,Philip_Seymour_Hoffman,"The person in the image has a light complexion, is wearing glasses, and has a beard. They are smiling and appear to be male."
nm0000450_rm1084331520_1967-7-23_2008.jpg,Philip_Seymour_Hoffman,"The person in the image has red hair, is wearing glasses, and has a neutral facial expression."
nm0000450_rm820741376_1967-7-23_2005.jpg,Philip_Seymour_Hoffman,"The person in the image has a neutral expression, is wearing glasses, and has a distinctive facial feature of a prominent nose."
nm0000450_rm3764163584_1967-7-23_2008.jpg,Philip_Seymour_Hoffman,"The person in the image has a serious expression, with a neutral mouth and a focused gaze. They appear to be male, with short hair and a clean-shaven face."
nm0000450_rm701798400_1967-7-23_2004.jpg,Philip_Seymour_Hoffman,"The person in the image has a beard and is wearing glasses, with a neutral facial expression."
nm0885840_rm2639837184_1986-5-12_2011.jpg,Emily_VanCamp,"The person in the image has a light complexion and is wearing a green top. They have short, dark hair and are smiling."
nm0885840_rm1176482048_1986-5-12_2011.jpg,Emily_VanCamp,The person in the image has short hair and is wearing a black top. They are looking directly at the camera with a neutral expression.
nm0885840_rm624277248_1986-5-12_2011.jpg,Emily_VanCamp,"The person in the image has a neutral expression, with a slight furrow in their brow, and is wearing a light-colored top."
nm0885840_rm4212107520_1986-5-12_2012.jpg,Emily_VanCamp,"The person in the image has a neutral facial expression, with a light complexion and brown hair."
nm0885840_rm2322709760_1986-5-12_2011.jpg,Emily_VanCamp,The person in the image has blonde hair and is wearing a white shirt. They are smiling and appear to be in a relaxed state.
nm0885840_rm2371084032_1986-5-12_2011.jpg,Emily_VanCamp,"The person in the image has a neutral facial expression, with a light complexion and blonde hair."
nm0885840_rm590722816_1986-5-12_2011.jpg,Emily_VanCamp,"The person in the image has a neutral expression, with a slight tilt of the head, and is wearing a green top."
nm0885840_rm392734976_1986-5-12_2011.jpg,Emily_VanCamp,The person in the image has blonde hair and is wearing a white shirt. They are looking directly at the camera with a neutral expression.
nm0885840_rm1448587520_1986-5-12_2011.jpg,Emily_VanCamp,"The person in the image has light skin and is wearing a white shirt. They have long, straight hair that is brown in color. The person is looking directly at the camera with a neutral expression."
nm0885840_rm569105664_1986-5-12_2011.jpg,Emily_VanCamp,The person in the image has blonde hair and is wearing a white shirt. They are looking directly at the camera with a neutral expression.
nm0885840_rm3968513024_1986-5-12_2011.jpg,Emily_VanCamp,"The person in the image has a neutral expression, with a light complexion and blonde hair."
nm0885840_rm1882897664_1986-5-12_2011.jpg,Emily_VanCamp,"The person in the image has a neutral facial expression, with a light complexion and dark hair. They appear to be a woman with a slight smile."
nm0885840_rm2333059328_1986-5-12_2012.jpg,Emily_VanCamp,"The person in the image has a fair complexion and is wearing a white shirt. They have short, light-colored hair and are smiling."
nm0885840_rm602660096_1986-5-12_2011.jpg,Emily_VanCamp,"The person in the image has blonde hair and is wearing a yellow shirt, with a neutral facial expression."
nm0001675_rm1607964672_1968-6-20_1996.jpg,Robert_Rodriguez,"The person in the image has a neutral facial expression, with a slight smile, and is wearing a green hat. They have short, dark hair and are of a light complexion."
nm0001675_rm1851890432_1968-6-20_2002.jpg,Robert_Rodriguez,"The person in the image has a neutral facial expression, with a slight smile, and is wearing a hat."
nm0001675_rm3059386112_1968-6-20_2007.jpg,Robert_Rodriguez,"The person in the image has a beard and is wearing a headband, with a neutral facial expression."
nm0001675_rm4117469696_1968-6-20_2003.jpg,Robert_Rodriguez,"The person in the image has a light complexion and is wearing a white shirt. They have short, dark hair and are smiling."
nm0001675_rm4039612416_1968-6-20_2005.jpg,Robert_Rodriguez,"The person in the image has a neutral facial expression, with short hair and a beard, and is wearing a suit."
nm0000187_rm3395066368_1958-8-16_2005.jpg,Madonna,"The person in the image has blonde hair and is wearing a black outfit. They are smiling, showcasing their teeth."
nm0000187_rm440767488_1958-8-16_2010.jpg,Madonna,"The person in the image has blonde hair and is wearing a black top, with their mouth open as if they are singing or speaking."
nm0000187_rm3823344384_1958-8-16_2006.jpg,Madonna,"The person in the image has striking red hair and is wearing a patterned top, with a slight smile on their face."
nm0000187_rm423990272_1958-8-16_2010.jpg,Madonna,"The person in the image has blonde hair and is holding a microphone, with a focused expression on their face."
nm0000187_rm3125064448_1958-8-16_2011.jpg,Madonna,The person in the image has blonde hair and is wearing a black top. They are smiling and have a distinctive mole on their cheek.
nm0000187_rm824941056_1958-8-16_1998.jpg,Madonna,The person in the image has curly hair and is wearing a red top. They are smiling and appear to be in a joyful mood.
nm0000187_rm2219094784_1958-8-16_2011.jpg,Madonna,"The person in the image has a blurred face, making it difficult to discern specific facial features or expressions."
nm0026364_rm2415368448_1970-8-15_2007.jpg,Anthony_Anderson,"The person in the image has a neutral facial expression, with a slight hint of a smile, and is wearing a black shirt."
nm0026364_rm1909376256_1970-8-15_2014.jpg,Anthony_Anderson,"The person in the image has a neutral facial expression, with a slight frown, and is wearing a green shirt."
nm0026364_rm2589559296_1970-8-15_1990.jpg,Anthony_Anderson,"The person in the image has a neutral facial expression, with short hair and a beard, and appears to be of African descent."
nm0026364_rm1732114432_1970-8-15_2014.jpg,Anthony_Anderson,"The person in the image has a neutral facial expression, with a slight frown, and is of African American descent."
nm0026364_rm813614592_1970-8-15_2014.jpg,Anthony_Anderson,"The person in the image has a beard and is wearing glasses, with a neutral facial expression."
nm0026364_rm529659904_1970-8-15_2014.jpg,Anthony_Anderson,"The person in the image has a medium complexion, short black hair, and is wearing a white shirt. They are smiling and appear to be in a room with a red wall."
nm0026364_rm1291776512_1970-8-15_2014.jpg,Anthony_Anderson,"The individual in the image has a neutral facial expression, with a slight furrow in the brow, and is wearing a dark-colored shirt."
nm0026364_rm1640940800_1970-8-15_2014.jpg,Anthony_Anderson,"The person in the image has a serious expression, with a focused and intense gaze. They appear to be male, with a prominent beard and a strong, muscular build."
nm0674782_rm3166678784_1963-8-7_2008.jpg,Harold_Perrineau,The person in the image has a medium complexion and is wearing a black shirt. They have a mustache and are looking to the side with a neutral expression.
nm0018734_rm1388043776_1973-5-17_2010.jpg,Sasha_Alexander,The person in the image has blonde hair and is wearing a white shirt. They appear to be looking slightly to the side with a neutral expression.
nm0000163_rm1722518784_1937-8-8_2003.jpg,Dustin_Hoffman,"The person in the image has a serious expression, wearing glasses, and appears to be male."
nm0000163_rm3824524032_1937-8-8_2003.jpg,Dustin_Hoffman,"The person in the image has a neutral expression, with a slight smile, and appears to be male."
nm0000163_rm2341391360_1937-8-8_1987.jpg,Dustin_Hoffman,"The person in the image has a neutral facial expression, with a light green hue affecting their skin. They appear to be male, and there are no distinctive features visible in the image."
nm0000163_rm4025850624_1937-8-8_2003.jpg,Dustin_Hoffman,"The person in the image has a neutral facial expression, with a slight frown, and is wearing a white shirt."
nm0000163_rm3251813120_1937-8-8_1988.jpg,Dustin_Hoffman,"The person in the image has a neutral facial expression, with a slight hint of a smile, and is wearing a suit."
nm0000163_rm321624832_1937-8-8_1998.jpg,Dustin_Hoffman,"The person in the image has a neutral facial expression, with short, dark hair and a slight frown."
nm0000163_rm1718786816_1937-8-8_1999.jpg,Dustin_Hoffman,"The person in the image has a neutral facial expression, with a slight frown, and is wearing glasses. They have short, dark hair and are wearing a dark-colored shirt."
nm0000163_rm2335820800_1937-8-8_1973.jpg,Dustin_Hoffman,"The person in the image has a serious expression, with a prominent nose and a distinct, rugged appearance."
nm0000163_rm2738788864_1937-8-8_1995.jpg,Dustin_Hoffman,"The person in the image has a neutral facial expression, with a slight smile, and is wearing glasses. They have short, dark hair and are wearing a dark-colored shirt."
nm0000163_rm3527520256_1937-8-8_1997.jpg,Dustin_Hoffman,"The person in the image has a neutral facial expression, with a slight frown, and is wearing a yellow shirt."
nm0000163_rm1162124032_1937-8-8_2004.jpg,Dustin_Hoffman,"The person in the image has a serious expression, with a neutral mouth and a focused gaze. They have short, dark hair and are wearing a dark-colored shirt."
nm0000163_rm355503616_1937-8-8_1996.jpg,Dustin_Hoffman,"The person in the image has a neutral facial expression, with short hair and a slight stubble."
nm0000163_rm3611406336_1937-8-8_1997.jpg,Dustin_Hoffman,"The person in the image has a neutral expression, with a slightly furrowed brow, and is wearing a dark-colored shirt."
nm0000163_rm4186033664_1937-8-8_1976.jpg,Dustin_Hoffman,"The person in the image has a close-up shot, showing a male with a distinctive facial expression, including a wide-open mouth and a prominent nose."
nm0000163_rm1772328960_1937-8-8_2004.jpg,Dustin_Hoffman,"The person in the image has a light complexion and is wearing glasses. They are smiling, showing a friendly and approachable expression."
nm0000163_rm179342336_1937-8-8_1969.jpg,Dustin_Hoffman,"The person in the image has a neutral facial expression, with a slightly blurred face that obscures specific details."
nm0000163_rm1850251776_1937-8-8_2002.jpg,Dustin_Hoffman,"The person in the image has a serious expression, with a neutral mouth and a focused gaze. They have short, neatly combed hair and are wearing a dark-colored shirt."
nm0000163_rm2949365504_1937-8-8_1969.jpg,Dustin_Hoffman,"The person in the image has a neutral facial expression, with a slight frown, and is wearing a dark-colored shirt."
nm0000163_rm4230972672_1937-8-8_1967.jpg,Dustin_Hoffman,"The person in the image has a neutral facial expression, with a slight smile, and is wearing a red shirt."
nm1396022_rm3651382016_1979-6-7_2008.jpg,Anna_Torv,"The person in the image is a woman with a broad, joyful smile, showcasing her teeth."
nm1396022_rm1355004416_1979-6-7_2008.jpg,Anna_Torv,The person in the image has blonde hair and is wearing bright pink lipstick. They are looking directly at the camera with a neutral expression.
nm1396022_rm166889472_1979-6-7_2008.jpg,Anna_Torv,The person in the image has blonde hair and is wearing a white shirt. They are looking directly at the camera with a neutral expression.
nm1396022_rm834515200_1979-6-7_2008.jpg,Anna_Torv,The person in the image has short hair and is wearing a dark jacket. They appear to be looking slightly to the side with a neutral expression.
nm1396022_rm2433321728_1979-6-7_2008.jpg,Anna_Torv,"The person in the image has light skin and is wearing a white shirt. They have short, light brown hair and are looking directly at the camera with a neutral expression."
nm1396022_rm2151582976_1979-6-7_2008.jpg,Anna_Torv,"The person in the image is wearing a hat and has striking red lipstick, with a neutral facial expression."
nm1396022_rm2786703872_1979-6-7_2008.jpg,Anna_Torv,"The person in the image has a neutral facial expression, with a light complexion and short hair."
nm1396022_rm2466876160_1979-6-7_2008.jpg,Anna_Torv,The person in the image has blonde hair and is wearing a white shirt.
nm1396022_rm1438890496_1979-6-7_2008.jpg,Anna_Torv,The person in the image has blonde hair and is wearing red lipstick. They are looking directly at the camera with a neutral expression.
nm1396022_rm680111872_1979-6-7_2008.jpg,Anna_Torv,The person in the image has blonde hair and is wearing a white shirt. They are looking directly at the camera with a neutral expression.
nm1396022_rm2403645952_1979-6-7_2008.jpg,Anna_Torv,"The person in the image has a neutral facial expression, with a slight furrow in their brow, and is wearing a dark top."
nm1396022_rm2968564224_1979-6-7_2008.jpg,Anna_Torv,"The person in the image has a neutral facial expression, with a slight tilt of the head, and is wearing a white shirt."
nm1396022_rm4121269248_1979-6-7_2008.jpg,Anna_Torv,"The person in the image has light skin and is wearing a white shirt. They have short, light brown hair and are looking directly at the camera with a neutral expression."
nm1396022_rm2628761344_1979-6-7_2008.jpg,Anna_Torv,"The person in the image has short hair and is wearing a black shirt. They appear to be speaking or making a facial expression, with their mouth slightly open."
nm1396022_rm798997760_1979-6-7_2008.jpg,Anna_Torv,"The person in the image has light skin and is wearing a white shirt. They have short, light brown hair and are looking directly at the camera."
nm0000193_rm2051119616_1962-11-11_2007.jpg,Demi_Moore,"The person in the image has dark hair and is smiling, showcasing a friendly and approachable demeanor."
nm0000193_rm4197879296_1962-11-11_1986.jpg,Demi_Moore,"The person in the image has a neutral facial expression, with a slight hint of a smile, and is wearing a black top."
nm0000193_rm3747250688_1962-11-11_2010.jpg,Demi_Moore,"The person in the image has a neutral facial expression, with a slight smile, and is of a light skin tone."
nm0000193_rm2754645504_1962-11-11_1996.jpg,Demi_Moore,"The person in the image has a neutral facial expression, with a clear and focused gaze. They have a fair complexion and are wearing a light-colored top."
nm0000193_rm3645413888_1962-11-11_2006.jpg,Demi_Moore,"The person in the image has a neutral facial expression, with a slight smile, and is wearing a light-colored top. They have a distinctive nose and are looking directly at the camera."
nm0000193_rm1890818048_1962-11-11_1996.jpg,Demi_Moore,"The person in the image has a neutral facial expression, with a fair complexion and blue eyes. They have a distinctive nose and are wearing red lipstick."
nm0000193_rm608535808_1962-11-11_2011.jpg,Demi_Moore,"The person in the image has a neutral facial expression, with a slight smile, and is wearing makeup."
nm0000193_rm2447159808_1962-11-11_2011.jpg,Demi_Moore,"The person in the image has green eyes, a broad smile, and is wearing a black garment."
nm0000193_rm237344768_1962-11-11_2007.jpg,Demi_Moore,"The person in the image has a neutral facial expression, with a focus on their striking pink lipstick and brown eyes."
nm0000193_rm127045376_1962-11-11_2010.jpg,Demi_Moore,The person in the image has dark hair and is wearing a white shirt.
nm0000193_rm3376710912_1962-11-11_2011.jpg,Demi_Moore,The person in the image has dark hair and is wearing a light-colored top. They are smiling and appear to be in a cheerful mood.
nm0000193_rm2721815296_1962-11-11_2003.jpg,Demi_Moore,"The person in the image has a neutral facial expression, with a slight smile, and is wearing a red top. They have dark hair and are looking slightly to the side."
nm0000193_rm2252053248_1962-11-11_2003.jpg,Demi_Moore,"The person in the image has a neutral facial expression, with a slight hint of a smile. They have a fair complexion and are wearing a light purple lipstick. The individual has a medium build and is facing forward."
nm0000193_rm479366912_1962-11-11_2010.jpg,Demi_Moore,"The person in the image has a neutral facial expression, with a slight smile, and is wearing a pair of earrings."
nm0000193_rm1446022656_1962-11-11_1996.jpg,Demi_Moore,"The person in the image has a neutral facial expression, with a slight frown, and is wearing a black top."
nm0000193_rm2251732992_1962-11-11_2009.jpg,Demi_Moore,"The person in the image has dark hair and is wearing a white shirt, with a neutral facial expression."
nm0333410_rm1409129216_1978-7-12_2001.jpg,Topher_Grace,"The person in the image has a neutral facial expression, with light skin and short hair."
nm0333410_rm1619571712_1978-7-12_2012.jpg,Topher_Grace,"The person in the image has a beard and is wearing a black shirt, with a neutral facial expression."
nm0333410_rm2039912960_1978-7-12_2007.jpg,Topher_Grace,"The person in the image has short, dark hair and is wearing a dark-colored shirt. They are looking directly at the camera with a neutral expression."
nm0333410_rm3261307392_1978-7-12_2005.jpg,Topher_Grace,"The person in the image has a neutral facial expression, with green eyes and a beard."
nm0333410_rm1201052160_1978-7-12_2007.jpg,Topher_Grace,"The person in the image has short, dark hair and is wearing a suit. They are looking directly at the camera with a neutral expression."
nm0333410_rm1709619968_1978-7-12_2011.jpg,Topher_Grace,"The person in the image has a light complexion and is wearing a suit. They have short, dark hair and are smiling."
nm0333410_rm177377024_1978-7-12_2010.jpg,Topher_Grace,"The person in the image has short, dark hair and is wearing a white shirt. They are smiling and appear to be in a relaxed, happy mood."
nm0333410_rm250002176_1978-7-12_2011.jpg,Topher_Grace,"The person in the image has a neutral facial expression, with a slight hint of a smile, and is wearing a white shirt."
nm0333410_rm283556608_1978-7-12_2011.jpg,Topher_Grace,"The person in the image has a neutral facial expression, with a slight smile, and is wearing a light-colored shirt."
nm0333410_rm3885206784_1978-7-12_2004.jpg,Topher_Grace,"The person in the image has a neutral facial expression, with a slight hint of a smile, and is wearing a suit."
nm1404825_rm1232142080_1992-10-31_2011.jpg,Vanessa_Marano,The person in the image has short hair and is wearing a light-colored top. They are looking directly at the camera with a neutral expression.
nm1404825_rm3620781568_1992-10-31_2011.jpg,Vanessa_Marano,"The person in the image has a neutral facial expression, with a slight smile, and is wearing makeup. They have dark hair and are facing the camera directly."
nm0000670_rm1630122496_1961-5-31_2011.jpg,Lea_Thompson,"The person in the image has a joyful expression, with a broad smile and bright eyes, and is wearing a light-colored top."
nm0000670_rm2075560704_1961-5-31_2008.jpg,Lea_Thompson,"The person in the image has a neutral facial expression, with a slight smile, and is wearing a light-colored top."
nm0000670_rm2289143296_1961-5-31_2009.jpg,Lea_Thompson,The person in the image has red hair and is wearing a smile.
nm0000670_rm4022779904_1961-5-31_2014.jpg,Lea_Thompson,The person in the image has blonde hair and is wearing a green shirt. They are looking directly at the camera with a neutral expression.
nm0000670_rm3119744768_1961-5-31_1985.jpg,Lea_Thompson,The person in the image has red hair and is wearing a smile.
nm0000670_rm1720039936_1961-5-31_1985.jpg,Lea_Thompson,"The person in the image has a light complexion and is wearing a green top. They have short, dark hair and are smiling."
nm0000270_rm2971446016_1970-2-4_2007.jpg,Gabrielle_Anwar,"The person in the image has long, straight hair and is wearing a white shirt. They are looking directly at the camera with a neutral expression."
nm0000270_rm3154947072_1970-2-4_2007.jpg,Gabrielle_Anwar,"The person in the image has long, straight hair and is wearing a green top. They are looking to the side with a neutral expression."
nm0000270_rm3713434112_1970-2-4_2007.jpg,Gabrielle_Anwar,"The person in the image has a neutral facial expression, with dark hair and a fair complexion."
nm0000270_rm3271002368_1970-2-4_2007.jpg,Gabrielle_Anwar,"The person in the image has a neutral facial expression, with a light brown complexion and short, light brown hair."
nm0000270_rm2931677696_1970-2-4_2007.jpg,Gabrielle_Anwar,The person in the image has dark hair and is wearing a white shirt.
nm0000270_rm1807778048_1970-2-4_2007.jpg,Gabrielle_Anwar,"The person in the image has a neutral facial expression, with a light complexion and short hair."
nm0000270_rm2846011392_1970-2-4_2011.jpg,Gabrielle_Anwar,"The person in the image has long, flowing hair and is smiling warmly, with a gentle expression on their face."
nm0000270_rm1031775232_1970-2-4_2007.jpg,Gabrielle_Anwar,"The person in the image has short hair and is wearing glasses, with a neutral facial expression."
nm0164809_rm1999542272_1969-7-17_2006.jpg,Jason_Clarke,"The person in the image has a serious expression, with a neutral mouth and a focused gaze. They have short, dark hair and are wearing a light-colored shirt."
nm0164809_rm3821722368_1969-7-17_2014.jpg,Jason_Clarke,"The person in the image has a beard and is wearing a necklace, with a neutral facial expression."
nm0164809_rm1697552384_1969-7-17_2006.jpg,Jason_Clarke,"The person in the image has a serious expression, with a focused gaze and a neutral mouth. They appear to be male, with short hair and a clean-shaven face."
nm0164809_rm1661043712_1969-7-17_2011.jpg,Jason_Clarke,"The person in the image has blue eyes, short hair, and is wearing a blue shirt. They are looking directly at the camera with a neutral expression."
nm1159180_rm3237392384_1974-1-24_2011.jpg,Ed_Helms,"The person in the image has a light complexion and is wearing a white shirt. They have short, light-colored hair and are smiling, showing their teeth."
nm1159180_rm2603845632_1974-1-24_2009.jpg,Ed_Helms,"The person in the image has blue eyes and is wearing glasses, with a neutral facial expression."
nm1159180_rm776191744_1974-1-24_2011.jpg,Ed_Helms,"The person in the image has a neutral expression, with a slight frown, and is wearing a black shirt. They have short hair and are facing the camera directly."
nm1159180_rm3109848320_1974-1-24_2011.jpg,Ed_Helms,"The person in the image has blue eyes and is wearing glasses, with a neutral facial expression."
nm1159180_rm2982589952_1974-1-24_2012.jpg,Ed_Helms,"The person in the image has light skin and is wearing a green shirt. They have short, light-colored hair and are smiling."
nm1159180_rm3462108928_1974-1-24_2008.jpg,Ed_Helms,"The person in the image has a neutral expression, with a slight smile, and is wearing a white shirt."
nm1159180_rm2550119168_1974-1-24_2011.jpg,Ed_Helms,"The person in the image has light skin and is wearing a white shirt. They have short, light-colored hair and are looking directly at the camera with a neutral expression."
nm1159180_rm4129792768_1974-1-24_2013.jpg,Ed_Helms,"The person in the image has short hair and is wearing glasses, with a neutral facial expression."
nm1159180_rm3354832896_1974-1-24_2011.jpg,Ed_Helms,"The person in the image has a fair complexion and is smiling, showcasing a broad, open-mouthed grin with visible teeth."
nm1159180_rm3245836544_1974-1-24_2009.jpg,Ed_Helms,"The person in the image has a cheerful expression, with a broad smile and bright eyes, and appears to be male with short hair."
nm0005370_rm3257696768_1973-7-8_2010.jpg,Kathleen_Robertson,The person in the image has blonde hair and is wearing a pink top. They are looking directly at the camera with a neutral expression.
